location_id,date,weather_condition,temp_c,rainfall_mm,aqi,traffic_level,car_pct,bus_pct,metro_pct,ebikes_bikes_pct,shuttle_walk_pct
33,2022-01-26,Pleasant / Cool,21,4,51,Heavy Congestion,9.8,14.2,24.8,27.7,23.5
33,2022-01-30,Pleasant / Cool,11,2,52,Moderate Traffic,14.5,18.4,18.3,23.6,25.2
33,2022-02-04,Pleasant / Cool,19,0,160,Low Traffic,15.8,19.1,16.5,24.4,24.2
33,2022-02-07,Pleasant / Cool,14,3,80,Low Traffic,16.4,17.8,16,24.4,25.4
33,2022-02-11,Pleasant / Cool,19,5,95,Heavy Congestion,10.5,13.2,24.6,27.7,24
33,2022-02-13,Pleasant / Cool,18,0,72,Low Traffic,16.8,17.7,15.3,24.8,25.4
33,2022-02-15,Pleasant / Cool,14,3,94,Low Traffic,17.3,19.4,15.3,24.7,23.3
33,2022-03-08,Partly Cloudy,25,6,81,Heavy Congestion,16.5,19.9,32.4,16.2,15
33,2022-03-10,Partly Cloudy,25,5,67,Low Traffic,23.9,25.8,21.3,14.8,14.2
33,2022-03-13,Partly Cloudy,24,6,112,Heavy Congestion,15.7,20.1,31.4,17.1,15.7
33,2022-03-15,Partly Cloudy,28,2,132,Moderate Traffic,22.5,23.1,23.7,15.6,15.1
33,2022-03-16,Partly Cloudy,23,0,125,Low Traffic,24.3,25.9,19.3,15.3,15.2
33,2022-03-25,Pleasant / Cool,23,10,90,Heavy Congestion,10.1,14.6,24.6,28.3,22.4
33,2022-04-02,Clear / Sunny,32,0,91,Low Traffic,24.1,26.3,19.5,14.3,15.8
33,2022-04-04,Clear / Sunny,35,0,132,Heavy Congestion,17,18.1,33.1,17.9,13.9
33,2022-04-17,Clear / Sunny,35,0,81,Low Traffic,27.1,24.7,19.1,14.2,14.9
33,2022-04-20,Clear / Sunny,33,0,88,Moderate Traffic,22.4,23.3,23.4,15.8,15.1
33,2022-04-21,Clear / Sunny,36,0,111,Heavy Congestion,15.4,18,34.5,16.7,15.4
33,2022-04-24,Clear / Sunny,30,0,113,Moderate Traffic,21.1,26.2,21.6,15.8,15.3
33,2022-04-25,Clear / Sunny,30,0,90,Low Traffic,25.4,25,18.9,15.5,15.2
33,2022-04-27,Clear / Sunny,32,0,111,Low Traffic,24.9,26.2,19.6,14.7,14.6
33,2022-04-29,Clear / Sunny,32,0,143,Heavy Congestion,17,19,33.2,16.5,14.3
33,2022-04-30,Clear / Sunny,31,0,60,Heavy Congestion,16.2,18.3,33.6,17.7,14.2
33,2022-05-10,Clear / Sunny,31,0,90,Heavy Congestion,15.4,19.4,34,16.8,14.4
33,2022-05-13,Clear / Sunny,30,0,122,Moderate Traffic,21.6,26.2,21.1,15.2,15.9
33,2022-05-18,Clear / Sunny,30,0,56,Low Traffic,26.2,25,19,14.7,15.1
33,2022-05-23,Clear / Sunny,36,0,109,Low Traffic,23.8,24.2,20.5,16.5,15
33,2022-05-26,Clear / Sunny,31,0,126,Low Traffic,26.3,23.4,21.6,14.4,14.3
33,2022-05-29,Clear / Sunny,31,0,61,Moderate Traffic,24.3,24.4,22.4,14.1,14.8
33,2022-06-01,Heavy Rain,32,55,151,Low Traffic,35,30.8,28.7,2.3,3.2
33,2022-06-15,Heavy Rain,30,38,102,Low Traffic,36.1,32.8,26.3,2.1,2.7
33,2022-06-16,Heavy Rain,24,42,157,Moderate Traffic,34.4,30.9,29.8,2.2,2.7
33,2022-06-17,Heavy Rain,25,41,91,Moderate Traffic,35,29.6,30.4,2.1,2.9
33,2022-06-20,Thunderstorm,26,55,132,Low Traffic,39.2,29.7,25.9,2.1,3.1
33,2022-06-23,Heavy Rain,25,101,103,Low Traffic,35.9,32.8,26.4,2.1,2.8
33,2022-06-29,Thunderstorm,29,32,84,Heavy Congestion,24.7,24.7,45.2,2.7,2.7
33,2022-07-06,Thunderstorm,31,94,98,Low Traffic,36.7,33.2,24.8,2.3,3
33,2022-07-08,Heavy Rain,26,44,123,Low Traffic,34.8,33.1,27.2,2.2,2.7
33,2022-07-14,Thunderstorm,31,76,136,Moderate Traffic,31.2,33.2,30.7,2.1,2.8
33,2022-08-05,Heavy Rain,25,67,146,Heavy Congestion,24.1,24.8,45.8,2.5,2.8
33,2022-08-10,Heavy Rain,24,94,154,Low Traffic,36.8,31.5,26.7,2.1,2.9
33,2022-08-25,Heavy Rain,31,91,158,Low Traffic,37.1,32.1,25.6,2.3,2.9
33,2022-08-29,Heavy Rain,29,57,89,Moderate Traffic,35.4,29.9,29.5,2.1,3.1
33,2022-09-04,Thunderstorm,32,43,90,Low Traffic,38.3,30.3,26.2,2.3,2.9
33,2022-09-10,Thunderstorm,27,35,45,Low Traffic,38.6,29.6,26.5,2.4,2.9
33,2022-09-17,Thunderstorm,24,98,59,Heavy Congestion,24.5,26.1,44.1,2.5,2.8
33,2022-09-30,Heavy Rain,31,81,130,Moderate Traffic,32.1,33,29.7,2.3,2.9
33,2022-10-02,Pleasant / Cool,22,5,61,Moderate Traffic,15.8,18.8,17.5,22.3,25.6
33,2022-10-06,Partly Cloudy,25,3,110,Moderate Traffic,22.6,23.5,23.4,15.7,14.8
33,2022-10-21,Clear / Sunny,32,3,139,Heavy Congestion,16,18.9,34.1,16.6,14.4
33,2022-10-25,Clear / Sunny,26,8,80,Moderate Traffic,21.3,25.8,23.2,14.9,14.8
33,2022-10-30,Partly Cloudy,30,1,116,Moderate Traffic,21.1,23.2,24.5,15.2,16
33,2022-11-08,Pleasant / Cool,28,2,128,Heavy Congestion,10.7,14,25.5,26.6,23.2
33,2022-11-11,Clear / Sunny,32,4,80,Low Traffic,24.7,26.2,19.5,14.7,14.9
33,2022-11-13,Clear / Sunny,32,7,117,Heavy Congestion,15.3,18.1,34.5,16.8,15.3
33,2022-11-16,Partly Cloudy,23,2,51,Heavy Congestion,16,19.1,34.7,16.7,13.5
33,2022-11-17,Pleasant / Cool,26,6,123,Moderate Traffic,15.9,18.7,18.4,22.5,24.5
33,2022-11-30,Partly Cloudy,31,7,118,Moderate Traffic,21.6,26.7,22,14.9,14.8
33,2022-12-05,Pleasant / Cool,15,2,111,Heavy Congestion,11.4,14.6,22.9,28,23.1
33,2022-12-08,Pleasant / Cool,19,3,83,Heavy Congestion,11.3,13.8,24.3,25.4,25.2
33,2022-12-11,Pleasant / Cool,14,5,148,Low Traffic,16.3,20.8,15.4,23.5,24
33,2022-12-15,Pleasant / Cool,8,4,95,Heavy Congestion,10.7,14,24.4,26.2,24.7
33,2022-12-22,Pleasant / Cool,14,0,148,Low Traffic,17.8,19.1,16.9,22.7,23.5
34,2019-01-05,Pleasant / Cool,11,0,58,Moderate Traffic,15.5,18.4,17.4,24.3,24.4
34,2019-01-08,Pleasant / Cool,12,1,48,Moderate Traffic,15.9,19.2,17,22.6,25.3
34,2019-01-18,Pleasant / Cool,19,1,95,Low Traffic,16.6,19.3,15,25.3,23.8
34,2019-01-27,Pleasant / Cool,14,1,56,Low Traffic,17.5,19,15.9,23.3,24.3
34,2019-02-12,Pleasant / Cool,20,0,111,Moderate Traffic,15.1,17.9,18.7,22.5,25.8
34,2019-02-27,Pleasant / Cool,20,5,88,Heavy Congestion,10.1,14.7,24.8,26.2,24.2
34,2019-03-05,Clear / Sunny,28,6,61,Low Traffic,26.1,25,18.6,15.6,14.7
34,2019-03-06,Partly Cloudy,28,10,64,Low Traffic,26.6,24.5,19.2,14.1,15.6
34,2019-03-08,Clear / Sunny,22,6,54,Heavy Congestion,16.6,17.9,33.3,16.3,15.9
34,2019-03-09,Clear / Sunny,29,9,73,Moderate Traffic,22.4,25.2,23.1,15.1,14.2
34,2019-03-17,Clear / Sunny,26,0,105,Low Traffic,23.5,26,20.9,15.5,14.1
34,2019-04-01,Clear / Sunny,31,0,160,Moderate Traffic,23.7,25.2,21.7,14.7,14.7
34,2019-04-12,Clear / Sunny,31,0,59,Heavy Congestion,16.8,18.9,31.6,17.4,15.3
34,2019-04-16,Clear / Sunny,31,0,126,Heavy Congestion,16.8,18.2,33.4,15.9,15.7
34,2019-04-21,Clear / Sunny,33,0,84,Heavy Congestion,16.6,19.3,30.3,18,15.8
34,2019-04-23,Clear / Sunny,30,0,114,Heavy Congestion,17.2,19.2,31,16.7,15.9
34,2019-04-25,Clear / Sunny,33,0,60,Low Traffic,25.4,25.8,19.2,15.4,14.2
34,2019-04-29,Clear / Sunny,33,0,75,Heavy Congestion,15.3,18.1,32.8,18.3,15.5
34,2019-05-10,Clear / Sunny,30,0,55,Heavy Congestion,15.1,18.9,35.5,16.1,14.4
34,2019-05-14,Clear / Sunny,32,0,139,Heavy Congestion,15.3,19,34,17.8,13.9
34,2019-05-17,Clear / Sunny,36,0,99,Heavy Congestion,16.2,18.8,34.6,16.6,13.8
34,2019-05-24,Clear / Sunny,33,0,73,Moderate Traffic,23,24.6,22.2,14.7,15.5
34,2019-05-28,Clear / Sunny,30,0,89,Moderate Traffic,21.9,26.4,22.5,14,15.2
34,2019-06-04,Heavy Rain,25,79,131,Low Traffic,35.3,33.5,26.1,2.2,2.9
34,2019-06-14,Heavy Rain,32,83,71,Heavy Congestion,23.4,23.9,47.1,2.6,3
34,2019-07-01,Thunderstorm,31,103,142,Heavy Congestion,24.8,24.9,44.4,2.9,3
34,2019-07-09,Heavy Rain,24,99,118,Moderate Traffic,32.4,30.9,31.6,2.3,2.8
34,2019-07-11,Thunderstorm,32,67,73,Heavy Congestion,23,23.4,47.8,2.6,3.2
34,2019-07-15,Heavy Rain,32,40,91,Low Traffic,34.8,33.7,26.4,2.1,3
34,2019-07-17,Heavy Rain,31,33,61,Low Traffic,38.2,29.7,26.8,2.2,3.1
34,2019-07-25,Heavy Rain,24,41,150,Moderate Traffic,33.4,33,28.6,2.2,2.8
34,2019-08-01,Heavy Rain,26,100,121,Heavy Congestion,23.7,25.1,45.5,2.6,3.1
34,2019-08-03,Heavy Rain,31,64,71,Moderate Traffic,33.3,30.2,31,2.4,3.1
34,2019-08-09,Thunderstorm,28,80,76,Heavy Congestion,25.3,22.5,46.4,2.8,3
34,2019-08-15,Heavy Rain,25,81,101,Moderate Traffic,32.5,30.7,31.9,2.1,2.8
34,2019-08-21,Thunderstorm,25,89,121,Moderate Traffic,33.4,31.3,30.2,2.2,2.9
34,2019-08-24,Heavy Rain,31,110,127,Moderate Traffic,35.5,30.3,29,2.3,2.9
34,2019-08-26,Thunderstorm,31,66,133,Low Traffic,37.8,29,28.1,2.2,2.9
34,2019-08-29,Heavy Rain,28,59,72,Heavy Congestion,24.3,25.7,44.7,2.6,2.7
34,2019-09-08,Thunderstorm,32,92,142,Heavy Congestion,24.8,26.1,43.4,2.6,3.1
34,2019-09-13,Heavy Rain,26,46,95,Moderate Traffic,33.4,31.1,29.9,2.4,3.2
34,2019-09-20,Heavy Rain,26,70,158,Low Traffic,39.6,29.5,25.6,2.3,3
34,2019-09-24,Thunderstorm,31,82,106,Low Traffic,35,32.7,27.1,2.3,2.9
34,2019-09-25,Heavy Rain,32,93,77,Low Traffic,38.9,31,24.8,2.2,3.1
34,2019-09-26,Thunderstorm,26,65,84,Low Traffic,35.2,31.4,28.2,2.2,3
34,2019-10-02,Pleasant / Cool,32,3,75,Heavy Congestion,10.6,13.8,24.6,27.4,23.6
34,2019-10-06,Clear / Sunny,22,7,131,Low Traffic,25,23.8,20.9,15.2,15.1
34,2019-10-13,Pleasant / Cool,30,6,141,Heavy Congestion,9.9,14.3,25.3,25.7,24.8
34,2019-10-14,Clear / Sunny,24,1,60,Heavy Congestion,16.7,18.8,34,16.2,14.3
34,2019-10-21,Clear / Sunny,25,6,92,Moderate Traffic,23.1,23.3,23.9,15.5,14.2
34,2019-10-25,Clear / Sunny,23,6,73,Moderate Traffic,22.7,25.8,22.3,14.1,15.1
34,2019-11-10,Partly Cloudy,27,0,140,Low Traffic,23.4,26.5,19.9,15.9,14.3
34,2019-11-20,Clear / Sunny,24,1,70,Heavy Congestion,16.4,19,33.7,15.7,15.2
34,2019-11-28,Partly Cloudy,31,5,108,Heavy Congestion,17.4,18.6,32.3,17.3,14.4
34,2019-12-05,Pleasant / Cool,19,3,89,Moderate Traffic,14.5,20,17.7,22,25.8
34,2019-12-11,Pleasant / Cool,10,1,123,Heavy Congestion,10.2,14.1,25.3,26.4,24
34,2019-12-12,Pleasant / Cool,9,5,64,Heavy Congestion,11.4,14.6,25.8,25.4,22.8
34,2020-01-06,Pleasant / Cool,14,2,111,Heavy Congestion,10.4,14.8,25,26.3,23.5
34,2020-01-07,Pleasant / Cool,13,5,147,Heavy Congestion,10.6,13.6,26.4,26.8,22.6
34,2020-01-18,Pleasant / Cool,12,5,54,Heavy Congestion,10.4,13.7,25.6,27.6,22.7
34,2020-01-28,Pleasant / Cool,15,5,72,Moderate Traffic,14.6,19.3,16.9,23.8,25.4
34,2020-01-30,Pleasant / Cool,22,1,152,Moderate Traffic,15.9,18.4,18.6,21.9,25.2
34,2020-02-03,Pleasant / Cool,15,2,93,Heavy Congestion,10.6,13.7,24.9,27.4,23.4
34,2020-02-08,Pleasant / Cool,20,4,101,Low Traffic,16.9,19.7,13.9,24.4,25.1
34,2020-02-09,Pleasant / Cool,16,4,84,Low Traffic,15.7,18.6,16.4,24.8,24.5
34,2020-02-12,Pleasant / Cool,18,5,71,Heavy Congestion,10.6,13.8,26.1,25,24.5
34,2020-02-25,Pleasant / Cool,16,1,61,Heavy Congestion,11,13.8,24.1,27.6,23.5
34,2020-02-29,Pleasant / Cool,17,1,63,Low Traffic,17.4,18.9,15,24.7,24
34,2020-03-14,Clear / Sunny,29,8,88,Heavy Congestion,16.7,18,32.9,17.2,15.2
34,2020-03-17,Pleasant / Cool,23,2,74,Low Traffic,15.7,20.1,15.9,24.7,23.6
34,2020-03-28,Partly Cloudy,29,8,100,Moderate Traffic,22.4,25.7,23.4,14.3,14.2
34,2020-03-30,Clear / Sunny,28,8,157,Low Traffic,25.8,23.4,20.5,15.9,14.4
34,2020-04-01,Clear / Sunny,31,0,85,Moderate Traffic,22.9,25.3,22,15.2,14.6
34,2020-04-04,Clear / Sunny,30,0,94,Moderate Traffic,22.6,26,21.7,15.6,14.1
34,2020-04-06,Clear / Sunny,30,0,51,Heavy Congestion,16.7,19,32.3,16.7,15.3
34,2020-04-09,Clear / Sunny,34,0,107,Low Traffic,24.8,23.9,20.3,14.4,16.6
34,2020-04-11,Clear / Sunny,30,0,97,Moderate Traffic,23.5,24.2,22.7,14.8,14.8
34,2020-05-05,Clear / Sunny,31,0,102,Moderate Traffic,23.9,23.5,21.7,15.7,15.2
34,2020-05-10,Clear / Sunny,33,0,63,Heavy Congestion,15.2,19.1,34.8,16,14.9
34,2020-05-14,Clear / Sunny,33,0,85,Heavy Congestion,16.6,18,32.6,18,14.8
34,2020-05-29,Clear / Sunny,30,0,142,Low Traffic,26.1,24.9,18.9,15.6,14.5
34,2020-06-02,Thunderstorm,31,55,82,Moderate Traffic,33.3,30.9,30.3,2.3,3.2
34,2020-06-07,Thunderstorm,31,49,115,Low Traffic,34.6,33.6,26.6,2.3,2.9
34,2020-06-11,Heavy Rain,27,77,89,Moderate Traffic,32.7,30.3,32,2.1,2.9
34,2020-06-12,Heavy Rain,25,32,146,Low Traffic,35.4,32.3,26.8,2.3,3.2
34,2020-06-23,Thunderstorm,26,64,124,Moderate Traffic,35.6,30.2,29.1,2.1,3
34,2020-06-27,Thunderstorm,29,41,58,Moderate Traffic,32.5,31.1,31.3,2.3,2.8
34,2020-06-28,Thunderstorm,28,97,144,Heavy Congestion,24.5,25.3,44.1,2.8,3.3
34,2020-07-26,Thunderstorm,26,73,66,Heavy Congestion,23.6,23.5,47.3,2.6,3
34,2020-07-28,Heavy Rain,28,33,87,Moderate Traffic,34.5,31.3,28.9,2.2,3.1
34,2020-08-13,Heavy Rain,30,59,116,Moderate Traffic,31.9,31,31.8,2.3,3
34,2020-08-15,Thunderstorm,30,101,116,Heavy Congestion,22.9,25.1,46.6,2.5,2.9
34,2020-08-16,Heavy Rain,28,69,125,Moderate Traffic,33.1,31.3,30.6,2.2,2.8
34,2020-08-28,Heavy Rain,31,49,126,Moderate Traffic,31.9,30,32.9,2.3,2.9
34,2020-09-02,Heavy Rain,29,80,132,Low Traffic,35.3,31.5,28.1,2.1,3
34,2020-09-05,Heavy Rain,25,78,89,Low Traffic,34.2,32.9,27.9,2.3,2.7
34,2020-09-08,Heavy Rain,32,58,142,Low Traffic,38.6,31.4,24.8,2.3,2.9
34,2020-09-10,Thunderstorm,29,55,52,Low Traffic,35.4,31.8,27.7,2.2,2.9
34,2020-09-22,Heavy Rain,31,35,148,Low Traffic,34.4,33.7,26.7,2.1,3.1
34,2020-10-08,Clear / Sunny,25,5,96,Low Traffic,26,25.1,19.1,13.8,16
34,2020-10-11,Pleasant / Cool,28,6,116,Low Traffic,17.7,19.2,14.6,23.4,25.1
34,2020-10-15,Pleasant / Cool,22,7,141,Moderate Traffic,14.3,18.6,17.8,23.6,25.7
34,2020-10-18,Clear / Sunny,29,10,146,Heavy Congestion,16.2,18.7,32.5,17.7,14.9
34,2020-10-25,Partly Cloudy,23,2,78,Low Traffic,23,25.6,20,15.9,15.5
34,2020-10-27,Pleasant / Cool,23,1,48,Moderate Traffic,15.3,18.6,17.2,23.3,25.6
34,2020-10-30,Clear / Sunny,22,1,145,Low Traffic,25.2,25,19.5,14.6,15.7
34,2020-11-02,Partly Cloudy,27,2,98,Heavy Congestion,16.9,19.5,33.6,16.2,13.8
34,2020-11-09,Pleasant / Cool,31,2,68,Low Traffic,16.3,18.8,16,23.4,25.5
34,2020-11-15,Pleasant / Cool,23,8,66,Heavy Congestion,10.7,13,25.6,26,24.7
34,2020-11-16,Partly Cloudy,25,9,92,Moderate Traffic,21.2,23.3,23.3,15.9,16.3
34,2020-11-23,Clear / Sunny,28,1,65,Low Traffic,24.7,23.8,21.1,14.5,15.9
34,2020-11-26,Pleasant / Cool,24,7,99,Low Traffic,16.8,19.6,15.3,23.8,24.5
34,2020-11-29,Partly Cloudy,22,4,46,Low Traffic,24.2,24.6,21,14.7,15.5
34,2020-12-04,Pleasant / Cool,14,3,68,Low Traffic,17,19.2,16,22.2,25.6
34,2020-12-05,Pleasant / Cool,10,3,154,Low Traffic,17,20.9,14.5,24.1,23.5
34,2020-12-15,Pleasant / Cool,14,3,63,Heavy Congestion,11.2,13.8,25.2,27.2,22.6
34,2020-12-26,Pleasant / Cool,11,5,74,Heavy Congestion,10.5,13.8,23.5,28.1,24.1
34,2021-01-02,Pleasant / Cool,9,2,56,Moderate Traffic,15.8,18.5,17.9,23.7,24.1
34,2021-01-03,Pleasant / Cool,13,4,116,Heavy Congestion,10,13.9,25.2,27.8,23.1
34,2021-01-05,Pleasant / Cool,14,0,121,Moderate Traffic,14.3,19.8,19.5,23.1,23.3
34,2021-01-09,Pleasant / Cool,15,4,153,Low Traffic,17.8,18.8,15.5,23.4,24.5
34,2021-01-11,Pleasant / Cool,22,0,99,Low Traffic,17.1,19.1,15.4,23.6,24.8
34,2021-01-16,Pleasant / Cool,8,3,76,Heavy Congestion,10.4,14.6,24.7,27.3,23
34,2021-01-20,Pleasant / Cool,16,0,83,Moderate Traffic,14.4,17.7,18,24.1,25.8
34,2021-02-04,Pleasant / Cool,19,0,141,Moderate Traffic,15.3,20.5,16.9,23.8,23.5
34,2021-02-07,Pleasant / Cool,13,0,155,Low Traffic,17.8,18.3,15.5,22.2,26.2
34,2021-02-09,Pleasant / Cool,19,3,150,Heavy Congestion,10.7,14.1,24.5,27.6,23.1
34,2021-02-16,Pleasant / Cool,14,4,148,Heavy Congestion,10.5,14,26.5,24.8,24.2
34,2021-02-21,Pleasant / Cool,20,5,51,Low Traffic,17.1,17.4,16,25,24.5
34,2021-02-27,Pleasant / Cool,21,1,86,Heavy Congestion,10.4,14.5,24.4,26.6,24.1
34,2021-03-07,Clear / Sunny,31,4,114,Low Traffic,26.3,24.4,19.5,15.6,14.2
34,2021-03-17,Partly Cloudy,24,3,133,Moderate Traffic,22.1,23.9,22.2,16.4,15.4
34,2021-03-21,Pleasant / Cool,27,0,152,Moderate Traffic,15.7,18.1,18.3,23.8,24.1
34,2021-03-23,Partly Cloudy,30,0,111,Heavy Congestion,17.2,18.4,32.6,16.5,15.3
34,2021-03-25,Partly Cloudy,28,9,160,Heavy Congestion,16.1,18.7,33.6,17.2,14.4
34,2021-05-13,Clear / Sunny,33,0,135,Heavy Congestion,16.8,19.2,33.5,16.2,14.3
34,2021-05-24,Clear / Sunny,35,0,79,Moderate Traffic,24,24.7,21.5,15.4,14.4
34,2021-05-28,Clear / Sunny,33,0,74,Heavy Congestion,17.1,18,32.1,17.4,15.4
34,2021-06-09,Heavy Rain,25,98,120,Low Traffic,37,31.6,26.6,2,2.8
34,2021-06-14,Thunderstorm,25,108,96,Low Traffic,38.5,29.3,27.1,2.1,3
34,2021-06-19,Heavy Rain,30,91,83,Moderate Traffic,32.5,30.9,31.9,2,2.7
34,2021-06-21,Thunderstorm,30,44,62,Moderate Traffic,33.9,30.7,29.8,2.3,3.3
34,2021-06-22,Heavy Rain,25,35,72,Heavy Congestion,22.9,26.5,44.8,2.6,3.2
34,2021-06-24,Thunderstorm,25,77,75,Low Traffic,37.6,30.9,26.3,2.1,3.1
34,2021-06-29,Thunderstorm,24,77,90,Low Traffic,37.5,32.9,24.2,2.3,3.1
34,2021-07-02,Heavy Rain,32,89,130,Moderate Traffic,33.8,31.3,29.6,2.3,3
34,2021-07-05,Heavy Rain,26,36,151,Heavy Congestion,24.8,26.5,43.2,2.5,3
34,2021-07-13,Heavy Rain,32,43,136,Moderate Traffic,31.9,32.2,30.8,2.1,3
34,2021-07-22,Thunderstorm,24,109,132,Heavy Congestion,23.9,25.3,45.3,2.6,2.9
34,2021-07-28,Heavy Rain,32,105,65,Low Traffic,36,32.8,26,2.4,2.8
34,2021-08-01,Heavy Rain,27,64,76,Heavy Congestion,23.4,25.4,45.1,2.8,3.3
34,2021-08-08,Heavy Rain,26,46,99,Heavy Congestion,24.3,25.1,44.7,2.6,3.3
34,2021-08-11,Thunderstorm,28,84,129,Heavy Congestion,25.1,24.7,44.5,2.7,3
34,2021-08-15,Heavy Rain,24,92,146,Low Traffic,35.8,32.7,26.1,2.3,3.1
34,2021-08-20,Thunderstorm,27,86,93,Heavy Congestion,24.6,23.6,46.3,2.6,2.9
34,2021-09-07,Heavy Rain,28,38,83,Low Traffic,35,33.3,26.7,2.2,2.8
34,2021-09-09,Thunderstorm,28,47,135,Low Traffic,36,33.2,25.7,2.3,2.8
34,2021-09-10,Heavy Rain,28,107,48,Low Traffic,38.7,30.4,25.8,2.1,3
34,2021-09-17,Thunderstorm,26,37,80,Low Traffic,38.7,31,25.4,2.1,2.8
34,2021-09-19,Heavy Rain,32,100,118,Heavy Congestion,25.1,24.9,44.4,2.5,3.1
34,2021-09-20,Heavy Rain,31,37,111,Low Traffic,36.6,31.6,26.1,2.4,3.3
34,2021-09-27,Heavy Rain,28,89,69,Heavy Congestion,24.7,26.7,43.1,2.5,3
34,2021-09-28,Thunderstorm,28,80,88,Heavy Congestion,24.5,23.1,46.7,2.5,3.2
34,2021-10-06,Pleasant / Cool,27,6,137,Heavy Congestion,10.1,14.5,23.1,27.4,24.9
34,2021-10-13,Pleasant / Cool,30,2,60,Moderate Traffic,14.4,19.3,16.7,24,25.6
34,2021-10-15,Clear / Sunny,23,8,69,Heavy Congestion,16.8,17.8,32.9,17.6,14.9
34,2021-10-28,Partly Cloudy,26,8,134,Moderate Traffic,22,26.4,21.4,15.3,14.9
34,2021-10-31,Pleasant / Cool,27,8,83,Heavy Congestion,10.6,14.1,24.2,25.6,25.5
34,2021-11-01,Pleasant / Cool,26,8,109,Low Traffic,16.9,20.5,16.1,23.8,22.7
34,2021-11-08,Clear / Sunny,29,10,155,Low Traffic,23.2,25.1,20.7,15.5,15.5
34,2021-11-13,Clear / Sunny,32,6,56,Low Traffic,26.9,23,19.5,15.7,14.9
34,2021-11-17,Partly Cloudy,30,7,98,Heavy Congestion,15.7,20.5,31.8,17.3,14.7
34,2021-11-24,Pleasant / Cool,22,10,107,Low Traffic,16.7,18.5,16.4,22.6,25.8
34,2021-11-25,Partly Cloudy,31,6,72,Moderate Traffic,23.2,25.3,23.4,13.8,14.3
34,2021-12-01,Pleasant / Cool,11,3,116,Moderate Traffic,14.5,19.3,18.3,23.2,24.7
34,2021-12-02,Pleasant / Cool,21,2,110,Heavy Congestion,10.5,14.8,24.5,26.9,23.3
34,2021-12-04,Pleasant / Cool,21,4,76,Low Traffic,17.1,18.1,14.4,25.1,25.3
34,2021-12-27,Pleasant / Cool,21,5,51,Low Traffic,16.8,18.1,16,24.1,25
34,2022-01-05,Pleasant / Cool,17,4,69,Low Traffic,17.1,19.6,15.2,24.4,23.7
34,2022-01-09,Pleasant / Cool,12,1,55,Heavy Congestion,10.7,13.5,25.4,26.9,23.5
34,2022-01-13,Pleasant / Cool,22,4,92,Moderate Traffic,14.3,18.8,17.2,25,24.7
34,2022-01-14,Pleasant / Cool,18,1,127,Low Traffic,17.6,19.2,15.7,23.3,24.2
34,2022-01-15,Pleasant / Cool,16,1,111,Heavy Congestion,10.9,14.5,23.6,25.3,25.7
34,2022-01-18,Pleasant / Cool,9,0,155,Moderate Traffic,16.1,18.3,17.9,24.8,22.9
34,2022-01-20,Pleasant / Cool,15,2,129,Low Traffic,16.6,18.9,15.1,23.1,26.3
34,2022-01-22,Pleasant / Cool,15,4,127,Moderate Traffic,14.5,20.3,17.8,24.8,22.6
34,2022-01-23,Pleasant / Cool,8,4,46,Low Traffic,17.2,18.8,16.3,24.7,23
34,2022-01-24,Pleasant / Cool,19,3,60,Low Traffic,17.4,20.1,14.9,23.5,24.1
34,2022-01-27,Pleasant / Cool,9,5,101,Heavy Congestion,11.4,14.1,24.3,27.5,22.7
34,2022-02-01,Pleasant / Cool,11,1,52,Heavy Congestion,9.5,14.6,24.9,26.5,24.5
34,2022-02-08,Pleasant / Cool,22,1,94,Heavy Congestion,10.9,13.2,25.8,26.8,23.3
34,2022-02-10,Pleasant / Cool,18,5,45,Low Traffic,17.2,19.6,14.9,23.7,24.6
34,2022-02-11,Pleasant / Cool,12,4,158,Low Traffic,15.8,19.3,15.8,24.9,24.2
34,2022-02-15,Pleasant / Cool,12,0,86,Low Traffic,18.2,19.4,15,23.9,23.5
34,2022-03-01,Pleasant / Cool,24,4,135,Heavy Congestion,10.9,15.1,23.8,27.4,22.8
34,2022-03-07,Pleasant / Cool,24,5,53,Low Traffic,16.8,20,15.8,24.8,22.6
34,2022-03-09,Clear / Sunny,22,5,64,Moderate Traffic,22.8,26.3,21.1,14.6,15.2
34,2022-03-25,Clear / Sunny,22,9,49,Low Traffic,26.3,25.8,19.3,14.2,14.4
34,2022-03-27,Partly Cloudy,29,10,155,Moderate Traffic,21.8,25.8,21.4,15,16
34,2022-04-08,Clear / Sunny,34,0,53,Heavy Congestion,16,18.8,32.1,17.4,15.7
34,2022-04-11,Clear / Sunny,30,0,64,Low Traffic,25.9,25.2,18.7,14.8,15.4
34,2022-04-22,Clear / Sunny,33,0,104,Heavy Congestion,15.4,19.8,33.6,16.9,14.3
34,2022-04-24,Clear / Sunny,36,0,107,Low Traffic,23.7,26.2,19.4,14.7,16
34,2022-04-27,Clear / Sunny,30,0,160,Low Traffic,23.4,25.5,20,14.9,16.2
34,2022-04-29,Clear / Sunny,31,0,141,Moderate Traffic,21.5,25.2,24,13.8,15.5
34,2022-05-02,Clear / Sunny,32,0,158,Low Traffic,23.8,26.2,21.1,14.8,14.1
34,2022-05-07,Clear / Sunny,36,0,98,Low Traffic,26.3,23.4,20.4,15.8,14.1
34,2022-05-08,Clear / Sunny,32,0,144,Heavy Congestion,15.2,19,33.1,16.8,15.9
