trip_id,stand_name,location_id,trip_time,vehicles_available,trips_completed,demand_level
5944,ISBT Main Bus Terminal,28,2019-09-14 20:00:00+00,10,80,Balanced
5945,ISBT Main Bus Terminal,28,2019-09-17 14:00:00+00,8,79,High Demand
5946,ISBT Main Bus Terminal,28,2019-10-15 11:00:00+00,7,49,Balanced
5947,ISBT Main Bus Terminal,28,2019-10-19 11:00:00+00,14,75,Balanced
5948,Central Station Transit Hub,28,2019-10-26 20:00:00+00,16,19,Balanced
5949,Central Station Transit Hub,28,2019-11-22 11:00:00+00,32,37,Low Demand
5950,Central Station Transit Hub,28,2019-11-24 20:00:00+00,6,28,Balanced
5951,Central Station Transit Hub,28,2019-12-02 08:00:00+00,6,14,Balanced
5952,ISBT Main Bus Terminal,28,2019-12-06 08:00:00+00,5,14,Balanced
5953,Central Station Transit Hub,28,2019-12-19 14:00:00+00,21,23,Balanced
5954,Central Station Transit Hub,28,2019-12-22 08:00:00+00,9,31,Balanced
5955,ISBT Main Bus Terminal,28,2019-12-23 17:00:00+00,5,76,High Demand
5956,Central Station Transit Hub,28,2020-01-04 08:00:00+00,4,45,Balanced
5957,ISBT Main Bus Terminal,28,2020-01-10 17:00:00+00,28,18,Low Demand
5958,Central Station Transit Hub,28,2020-01-14 20:00:00+00,23,18,Balanced
5959,Central Station Transit Hub,28,2020-01-17 17:00:00+00,21,70,Balanced
5960,Central Station Transit Hub,28,2020-01-30 17:00:00+00,24,63,Balanced
5961,Central Station Transit Hub,28,2020-02-02 14:00:00+00,25,77,Balanced
5962,Central Station Transit Hub,28,2020-02-03 20:00:00+00,8,79,High Demand
5963,ISBT Main Bus Terminal,28,2020-02-07 17:00:00+00,25,70,Balanced
5964,ISBT Main Bus Terminal,28,2020-02-09 11:00:00+00,6,17,Balanced
5965,Central Station Transit Hub,28,2020-02-10 17:00:00+00,4,46,Balanced
5966,Central Station Transit Hub,28,2020-02-15 14:00:00+00,26,77,Low Demand
5967,ISBT Main Bus Terminal,28,2020-02-23 20:00:00+00,9,64,High Demand
5968,ISBT Main Bus Terminal,28,2020-03-03 08:00:00+00,21,49,Balanced
5969,Central Station Transit Hub,28,2020-03-12 08:00:00+00,16,78,Balanced
5970,Central Station Transit Hub,28,2020-03-13 11:00:00+00,19,48,Balanced
5971,ISBT Main Bus Terminal,28,2020-03-14 14:00:00+00,13,30,Balanced
5972,Central Station Transit Hub,28,2020-03-21 17:00:00+00,27,12,Low Demand
5973,ISBT Main Bus Terminal,28,2020-03-26 17:00:00+00,6,79,High Demand
5974,ISBT Main Bus Terminal,28,2020-04-05 17:00:00+00,11,50,Balanced
5975,ISBT Main Bus Terminal,28,2020-04-20 08:00:00+00,35,13,Low Demand
5976,ISBT Main Bus Terminal,28,2020-04-21 11:00:00+00,25,30,Balanced
5977,ISBT Main Bus Terminal,28,2020-04-22 20:00:00+00,14,68,Balanced
5978,Central Station Transit Hub,28,2020-04-27 20:00:00+00,13,44,Balanced
5979,ISBT Main Bus Terminal,28,2020-05-01 17:00:00+00,10,34,Balanced
5980,ISBT Main Bus Terminal,28,2020-05-02 20:00:00+00,16,14,Balanced
5981,Central Station Transit Hub,28,2020-05-05 11:00:00+00,9,30,Balanced
5982,ISBT Main Bus Terminal,28,2020-05-18 14:00:00+00,33,25,Low Demand
5983,ISBT Main Bus Terminal,28,2020-05-19 17:00:00+00,5,37,Balanced
5984,Central Station Transit Hub,28,2020-05-22 08:00:00+00,32,42,Low Demand
5985,ISBT Main Bus Terminal,28,2020-05-31 08:00:00+00,11,61,Balanced
5986,Central Station Transit Hub,28,2020-06-01 11:00:00+00,32,64,Low Demand
5987,ISBT Main Bus Terminal,28,2020-06-11 11:00:00+00,3,13,Balanced
5988,Central Station Transit Hub,28,2020-06-22 11:00:00+00,24,23,Balanced
5989,Central Station Transit Hub,28,2020-06-24 20:00:00+00,33,75,Low Demand
5990,ISBT Main Bus Terminal,28,2020-06-26 14:00:00+00,6,17,Balanced
5991,Central Station Transit Hub,28,2020-07-02 14:00:00+00,35,75,Low Demand
5992,ISBT Main Bus Terminal,28,2020-07-03 11:00:00+00,26,12,Low Demand
5993,ISBT Main Bus Terminal,28,2020-07-10 14:00:00+00,14,24,Balanced
5994,Central Station Transit Hub,28,2020-07-15 14:00:00+00,14,44,Balanced
5995,ISBT Main Bus Terminal,28,2020-07-16 14:00:00+00,15,45,Balanced
5996,ISBT Main Bus Terminal,28,2020-07-18 20:00:00+00,22,20,Balanced
5997,ISBT Main Bus Terminal,28,2020-08-04 11:00:00+00,23,47,Balanced
5998,Central Station Transit Hub,28,2020-08-08 20:00:00+00,35,68,Low Demand
5999,ISBT Main Bus Terminal,28,2020-08-24 11:00:00+00,25,35,Balanced
6000,Central Station Transit Hub,28,2020-09-02 08:00:00+00,27,77,Low Demand
6001,ISBT Main Bus Terminal,28,2020-09-05 17:00:00+00,28,56,Low Demand
6002,Central Station Transit Hub,28,2020-09-10 08:00:00+00,15,66,Balanced
6003,ISBT Main Bus Terminal,28,2020-09-12 11:00:00+00,21,56,Balanced
6004,Central Station Transit Hub,28,2020-09-14 11:00:00+00,12,48,Balanced
6005,Central Station Transit Hub,28,2020-09-22 11:00:00+00,17,18,Balanced
6006,Central Station Transit Hub,28,2020-09-26 20:00:00+00,5,31,Balanced
6007,Central Station Transit Hub,28,2020-10-06 08:00:00+00,25,13,Balanced
6008,ISBT Main Bus Terminal,28,2020-10-21 14:00:00+00,9,52,High Demand
6009,ISBT Main Bus Terminal,28,2020-10-22 14:00:00+00,29,79,Low Demand
6010,Central Station Transit Hub,28,2020-10-28 11:00:00+00,32,73,Low Demand
6011,ISBT Main Bus Terminal,28,2020-10-31 20:00:00+00,19,49,Balanced
6012,ISBT Main Bus Terminal,28,2020-11-02 11:00:00+00,15,32,Balanced
6013,ISBT Main Bus Terminal,28,2020-11-08 14:00:00+00,32,24,Low Demand
6014,Central Station Transit Hub,28,2020-11-12 17:00:00+00,4,58,High Demand
6015,Central Station Transit Hub,28,2020-11-28 20:00:00+00,25,74,Balanced
6016,ISBT Main Bus Terminal,28,2020-11-30 20:00:00+00,34,33,Low Demand
6017,Central Station Transit Hub,28,2020-12-04 08:00:00+00,35,76,Low Demand
6018,Central Station Transit Hub,28,2021-01-01 20:00:00+00,9,70,High Demand
6019,Central Station Transit Hub,28,2021-01-21 17:00:00+00,17,31,Balanced
6020,Central Station Transit Hub,28,2021-01-23 11:00:00+00,7,80,High Demand
6021,Central Station Transit Hub,28,2021-01-24 14:00:00+00,5,73,High Demand
6022,ISBT Main Bus Terminal,28,2021-02-05 14:00:00+00,32,27,Low Demand
6023,ISBT Main Bus Terminal,28,2021-02-12 14:00:00+00,11,74,Balanced
6024,Central Station Transit Hub,28,2021-02-13 11:00:00+00,21,40,Balanced
6025,Central Station Transit Hub,28,2021-02-17 11:00:00+00,10,29,Balanced
6026,Central Station Transit Hub,28,2021-02-22 14:00:00+00,21,44,Balanced
6027,Central Station Transit Hub,28,2021-03-01 08:00:00+00,11,46,Balanced
6028,ISBT Main Bus Terminal,28,2021-03-03 11:00:00+00,9,31,Balanced
6029,ISBT Main Bus Terminal,28,2021-03-05 14:00:00+00,25,30,Balanced
6030,Central Station Transit Hub,28,2021-04-01 17:00:00+00,29,34,Low Demand
6031,Central Station Transit Hub,28,2021-04-04 14:00:00+00,14,72,Balanced
6032,ISBT Main Bus Terminal,28,2021-04-10 17:00:00+00,7,39,Balanced
6033,Central Station Transit Hub,28,2021-04-11 11:00:00+00,8,59,High Demand
6034,ISBT Main Bus Terminal,28,2021-04-14 17:00:00+00,24,58,Balanced
6035,ISBT Main Bus Terminal,28,2021-04-22 08:00:00+00,7,79,High Demand
6036,ISBT Main Bus Terminal,28,2021-04-25 11:00:00+00,27,31,Low Demand
6037,Central Station Transit Hub,28,2021-05-08 17:00:00+00,10,13,Balanced
6038,Central Station Transit Hub,28,2021-05-09 11:00:00+00,4,20,Balanced
6039,Central Station Transit Hub,28,2021-05-10 17:00:00+00,13,26,Balanced
6040,ISBT Main Bus Terminal,28,2021-05-17 20:00:00+00,28,39,Low Demand
6041,ISBT Main Bus Terminal,28,2021-05-21 14:00:00+00,16,75,Balanced
6042,ISBT Main Bus Terminal,28,2021-05-22 14:00:00+00,8,31,Balanced
6043,Central Station Transit Hub,28,2021-05-26 08:00:00+00,10,77,Balanced
6044,Central Station Transit Hub,28,2021-06-10 11:00:00+00,7,41,Balanced
6045,ISBT Main Bus Terminal,28,2021-07-07 11:00:00+00,25,70,Balanced
6046,Central Station Transit Hub,28,2021-07-21 11:00:00+00,14,44,Balanced
6047,ISBT Main Bus Terminal,28,2021-07-24 08:00:00+00,15,76,Balanced
6048,Central Station Transit Hub,28,2021-07-31 14:00:00+00,34,28,Low Demand
6049,Central Station Transit Hub,28,2021-08-06 17:00:00+00,15,78,Balanced
6050,Central Station Transit Hub,28,2021-08-12 08:00:00+00,28,16,Low Demand
6051,ISBT Main Bus Terminal,28,2021-08-13 20:00:00+00,34,48,Low Demand
6052,ISBT Main Bus Terminal,28,2021-08-21 17:00:00+00,29,40,Low Demand
6053,Central Station Transit Hub,28,2021-08-28 14:00:00+00,10,37,Balanced
6054,ISBT Main Bus Terminal,28,2021-09-03 11:00:00+00,2,71,High Demand
6055,Central Station Transit Hub,28,2021-09-04 11:00:00+00,16,26,Balanced
6056,ISBT Main Bus Terminal,28,2021-09-05 17:00:00+00,4,44,Balanced
6057,Central Station Transit Hub,28,2021-09-06 14:00:00+00,7,73,High Demand
6058,Central Station Transit Hub,28,2021-09-07 14:00:00+00,28,11,Low Demand
6059,ISBT Main Bus Terminal,28,2021-09-17 11:00:00+00,12,29,Balanced
6060,Central Station Transit Hub,28,2021-10-06 11:00:00+00,23,77,Balanced
6061,Central Station Transit Hub,28,2021-10-09 11:00:00+00,16,47,Balanced
6062,Central Station Transit Hub,28,2021-10-10 11:00:00+00,28,48,Low Demand
6063,Central Station Transit Hub,28,2021-10-14 11:00:00+00,2,56,High Demand
6064,ISBT Main Bus Terminal,28,2021-10-24 17:00:00+00,17,48,Balanced
6065,Central Station Transit Hub,28,2021-10-28 20:00:00+00,3,41,Balanced
6066,Central Station Transit Hub,28,2021-11-02 08:00:00+00,27,70,Low Demand
6067,Central Station Transit Hub,28,2021-11-08 17:00:00+00,11,45,Balanced
6068,ISBT Main Bus Terminal,28,2021-11-12 20:00:00+00,31,58,Low Demand
6069,Central Station Transit Hub,28,2021-11-16 14:00:00+00,13,80,Balanced
6070,ISBT Main Bus Terminal,28,2021-11-17 17:00:00+00,21,62,Balanced
6071,Central Station Transit Hub,28,2021-11-20 20:00:00+00,23,47,Balanced
6072,Central Station Transit Hub,28,2021-12-03 11:00:00+00,17,72,Balanced
6073,ISBT Main Bus Terminal,28,2021-12-06 08:00:00+00,28,56,Low Demand
6074,Central Station Transit Hub,28,2021-12-08 11:00:00+00,33,17,Low Demand
6075,Central Station Transit Hub,28,2021-12-09 17:00:00+00,26,73,Low Demand
6076,Central Station Transit Hub,28,2021-12-12 08:00:00+00,5,34,Balanced
6077,Central Station Transit Hub,28,2021-12-31 17:00:00+00,33,25,Low Demand
6078,Central Station Transit Hub,28,2022-01-12 11:00:00+00,28,51,Low Demand
6079,ISBT Main Bus Terminal,28,2022-01-17 14:00:00+00,14,71,Balanced
6080,Central Station Transit Hub,28,2022-02-12 14:00:00+00,15,65,Balanced
6081,ISBT Main Bus Terminal,28,2022-03-14 14:00:00+00,6,59,High Demand
6082,ISBT Main Bus Terminal,28,2022-03-25 17:00:00+00,8,43,Balanced
6083,Central Station Transit Hub,28,2022-03-27 08:00:00+00,29,59,Low Demand
6084,ISBT Main Bus Terminal,28,2022-04-03 08:00:00+00,15,25,Balanced
6085,Central Station Transit Hub,28,2022-04-05 11:00:00+00,26,35,Low Demand
6086,Central Station Transit Hub,28,2022-04-19 17:00:00+00,23,30,Balanced
6087,Central Station Transit Hub,28,2022-04-23 20:00:00+00,25,62,Balanced
6088,ISBT Main Bus Terminal,28,2022-05-02 08:00:00+00,3,79,High Demand
6089,Central Station Transit Hub,28,2022-05-03 08:00:00+00,24,66,Balanced
6090,Central Station Transit Hub,28,2022-05-04 17:00:00+00,11,77,Balanced
6091,ISBT Main Bus Terminal,28,2022-05-06 14:00:00+00,6,49,Balanced
6092,ISBT Main Bus Terminal,28,2022-05-08 17:00:00+00,27,52,Low Demand
6093,ISBT Main Bus Terminal,28,2022-05-18 17:00:00+00,30,10,Low Demand
6094,Central Station Transit Hub,28,2022-06-03 20:00:00+00,13,58,Balanced
6095,Central Station Transit Hub,28,2022-06-04 14:00:00+00,11,77,Balanced
6096,ISBT Main Bus Terminal,28,2022-06-05 14:00:00+00,20,59,Balanced
6097,ISBT Main Bus Terminal,28,2022-06-08 11:00:00+00,35,19,Low Demand
6098,Central Station Transit Hub,28,2022-06-10 20:00:00+00,19,44,Balanced
6099,Central Station Transit Hub,28,2022-06-20 11:00:00+00,30,23,Low Demand
6100,ISBT Main Bus Terminal,28,2022-06-26 20:00:00+00,6,35,Balanced
6101,ISBT Main Bus Terminal,28,2022-06-27 11:00:00+00,15,21,Balanced
6102,ISBT Main Bus Terminal,28,2022-06-29 14:00:00+00,29,13,Low Demand
6103,Central Station Transit Hub,28,2022-07-04 11:00:00+00,17,79,Balanced
6104,Central Station Transit Hub,28,2022-07-05 11:00:00+00,12,37,Balanced
6105,Central Station Transit Hub,28,2022-07-08 11:00:00+00,7,56,High Demand
6106,ISBT Main Bus Terminal,28,2022-07-09 14:00:00+00,30,11,Low Demand
6107,Central Station Transit Hub,28,2022-07-25 14:00:00+00,12,75,Balanced
6108,ISBT Main Bus Terminal,28,2022-08-08 14:00:00+00,28,45,Low Demand
6109,Central Station Transit Hub,28,2022-08-11 20:00:00+00,5,22,Balanced
6110,ISBT Main Bus Terminal,28,2022-08-13 08:00:00+00,14,28,Balanced
6111,ISBT Main Bus Terminal,28,2022-08-20 08:00:00+00,4,69,High Demand
6112,ISBT Main Bus Terminal,28,2022-09-05 08:00:00+00,29,56,Low Demand
6113,ISBT Main Bus Terminal,28,2022-09-06 11:00:00+00,3,16,Balanced
6114,ISBT Main Bus Terminal,28,2022-09-09 08:00:00+00,6,68,High Demand
6115,ISBT Main Bus Terminal,28,2022-09-14 14:00:00+00,15,21,Balanced
6116,ISBT Main Bus Terminal,28,2022-09-25 20:00:00+00,13,40,Balanced
6117,Central Station Transit Hub,28,2022-09-29 20:00:00+00,12,44,Balanced
6118,ISBT Main Bus Terminal,28,2022-10-01 20:00:00+00,27,23,Low Demand
6119,ISBT Main Bus Terminal,28,2022-10-15 17:00:00+00,22,55,Balanced
6120,ISBT Main Bus Terminal,28,2022-10-18 20:00:00+00,23,71,Balanced
6121,ISBT Main Bus Terminal,28,2022-10-29 11:00:00+00,11,72,Balanced
6122,Central Station Transit Hub,28,2022-11-03 14:00:00+00,9,30,Balanced
6123,Central Station Transit Hub,28,2022-11-07 08:00:00+00,13,77,Balanced
6124,Central Station Transit Hub,28,2022-11-11 17:00:00+00,15,20,Balanced
6125,Central Station Transit Hub,28,2022-11-17 08:00:00+00,7,31,Balanced
6126,ISBT Main Bus Terminal,28,2022-11-26 11:00:00+00,22,41,Balanced
6127,ISBT Main Bus Terminal,28,2022-11-30 20:00:00+00,26,32,Low Demand
6128,Central Station Transit Hub,28,2022-12-02 08:00:00+00,14,66,Balanced
6129,ISBT Main Bus Terminal,28,2022-12-14 08:00:00+00,33,79,Low Demand
6130,ISBT Main Bus Terminal,29,2019-01-05 17:00:00+00,30,19,Low Demand
6131,Central Station Transit Hub,29,2019-01-09 14:00:00+00,8,61,High Demand
6132,ISBT Main Bus Terminal,29,2019-01-17 14:00:00+00,28,77,Low Demand
6133,Central Station Transit Hub,29,2019-01-18 14:00:00+00,30,30,Low Demand
6134,Central Station Transit Hub,29,2019-01-22 11:00:00+00,19,13,Balanced
6135,Central Station Transit Hub,29,2019-01-28 08:00:00+00,12,46,Balanced
6136,Central Station Transit Hub,29,2019-01-31 14:00:00+00,8,16,Balanced
6137,ISBT Main Bus Terminal,29,2019-02-02 11:00:00+00,9,49,Balanced
6138,Central Station Transit Hub,29,2019-02-13 20:00:00+00,34,35,Low Demand
6139,Central Station Transit Hub,29,2019-02-24 20:00:00+00,6,63,High Demand
6140,ISBT Main Bus Terminal,29,2019-03-05 14:00:00+00,30,36,Low Demand
6141,Central Station Transit Hub,29,2019-03-06 17:00:00+00,9,72,High Demand
6142,Central Station Transit Hub,29,2019-03-11 17:00:00+00,5,61,High Demand
6143,ISBT Main Bus Terminal,29,2019-03-14 17:00:00+00,13,78,Balanced
6144,Central Station Transit Hub,29,2019-03-22 17:00:00+00,8,21,Balanced
6145,ISBT Main Bus Terminal,29,2019-03-31 14:00:00+00,16,25,Balanced
6146,ISBT Main Bus Terminal,29,2019-04-02 08:00:00+00,26,19,Low Demand
6147,ISBT Main Bus Terminal,29,2019-04-11 08:00:00+00,26,66,Low Demand
6148,ISBT Main Bus Terminal,29,2019-04-12 08:00:00+00,10,46,Balanced
6149,Central Station Transit Hub,29,2019-04-15 08:00:00+00,34,71,Low Demand
6150,Central Station Transit Hub,29,2019-04-19 20:00:00+00,18,20,Balanced
6151,ISBT Main Bus Terminal,29,2019-04-26 17:00:00+00,2,69,High Demand
6152,Central Station Transit Hub,29,2019-04-28 17:00:00+00,17,33,Balanced
6153,Central Station Transit Hub,29,2019-05-01 17:00:00+00,12,31,Balanced
6154,Central Station Transit Hub,29,2019-05-11 08:00:00+00,7,37,Balanced
6155,ISBT Main Bus Terminal,29,2019-05-19 20:00:00+00,29,66,Low Demand
6156,Central Station Transit Hub,29,2019-06-03 08:00:00+00,30,19,Low Demand
6157,ISBT Main Bus Terminal,29,2019-06-05 08:00:00+00,9,66,High Demand
6158,ISBT Main Bus Terminal,29,2019-06-06 08:00:00+00,11,68,Balanced
6159,Central Station Transit Hub,29,2019-06-11 20:00:00+00,18,28,Balanced
6160,Central Station Transit Hub,29,2019-06-20 08:00:00+00,3,62,High Demand
6161,ISBT Main Bus Terminal,29,2019-06-29 20:00:00+00,32,22,Low Demand
6162,Central Station Transit Hub,29,2019-06-30 14:00:00+00,33,22,Low Demand
6163,ISBT Main Bus Terminal,29,2019-07-01 11:00:00+00,34,39,Low Demand
6164,Central Station Transit Hub,29,2019-07-03 20:00:00+00,33,37,Low Demand
6165,Central Station Transit Hub,29,2019-07-13 20:00:00+00,10,77,Balanced
6166,ISBT Main Bus Terminal,29,2019-07-22 17:00:00+00,16,30,Balanced
6167,ISBT Main Bus Terminal,29,2019-07-26 17:00:00+00,30,66,Low Demand
6168,ISBT Main Bus Terminal,29,2019-07-29 11:00:00+00,10,72,Balanced
6169,ISBT Main Bus Terminal,29,2019-08-03 08:00:00+00,11,72,Balanced
6170,ISBT Main Bus Terminal,29,2019-08-07 14:00:00+00,3,50,Balanced
6171,Central Station Transit Hub,29,2019-08-09 08:00:00+00,7,12,Balanced
6172,ISBT Main Bus Terminal,29,2019-08-15 11:00:00+00,23,25,Balanced
6173,Central Station Transit Hub,29,2019-08-18 08:00:00+00,6,43,Balanced
6174,Central Station Transit Hub,29,2019-08-28 17:00:00+00,11,65,Balanced
6175,Central Station Transit Hub,29,2019-09-05 17:00:00+00,12,71,Balanced
6176,ISBT Main Bus Terminal,29,2019-09-07 11:00:00+00,5,58,High Demand
6177,Central Station Transit Hub,29,2019-09-08 20:00:00+00,30,52,Low Demand
6178,ISBT Main Bus Terminal,29,2019-09-10 14:00:00+00,5,28,Balanced
6179,Central Station Transit Hub,29,2019-10-01 14:00:00+00,31,52,Low Demand
6180,Central Station Transit Hub,29,2019-10-21 17:00:00+00,5,32,Balanced
6181,ISBT Main Bus Terminal,29,2019-10-25 17:00:00+00,12,63,Balanced
6182,ISBT Main Bus Terminal,29,2019-10-28 08:00:00+00,6,48,Balanced
6183,ISBT Main Bus Terminal,29,2019-11-03 20:00:00+00,8,48,Balanced
6184,Central Station Transit Hub,29,2019-11-06 08:00:00+00,16,58,Balanced
6185,Central Station Transit Hub,29,2019-11-10 11:00:00+00,34,70,Low Demand
6186,ISBT Main Bus Terminal,29,2019-11-20 08:00:00+00,4,79,High Demand
6187,Central Station Transit Hub,29,2019-11-22 11:00:00+00,22,51,Balanced
6188,Central Station Transit Hub,29,2019-12-06 11:00:00+00,20,25,Balanced
6189,ISBT Main Bus Terminal,29,2019-12-13 17:00:00+00,4,10,Balanced
6190,ISBT Main Bus Terminal,29,2019-12-25 14:00:00+00,18,29,Balanced
6191,Central Station Transit Hub,29,2019-12-27 17:00:00+00,19,18,Balanced
6192,ISBT Main Bus Terminal,29,2019-12-28 14:00:00+00,10,76,Balanced
6193,ISBT Main Bus Terminal,29,2020-01-04 08:00:00+00,22,29,Balanced
6194,ISBT Main Bus Terminal,29,2020-01-07 20:00:00+00,20,59,Balanced
6195,ISBT Main Bus Terminal,29,2020-01-24 14:00:00+00,23,33,Balanced
6196,ISBT Main Bus Terminal,29,2020-01-25 14:00:00+00,4,17,Balanced
6197,Central Station Transit Hub,29,2020-01-30 11:00:00+00,7,21,Balanced
6198,Central Station Transit Hub,29,2020-02-08 17:00:00+00,14,58,Balanced
6199,ISBT Main Bus Terminal,29,2020-02-19 20:00:00+00,34,59,Low Demand
6200,ISBT Main Bus Terminal,29,2020-02-25 14:00:00+00,23,59,Balanced
6201,Central Station Transit Hub,29,2020-03-02 20:00:00+00,20,53,Balanced
6202,ISBT Main Bus Terminal,29,2020-03-07 08:00:00+00,9,80,High Demand
6203,ISBT Main Bus Terminal,29,2020-03-08 08:00:00+00,5,55,High Demand
6204,ISBT Main Bus Terminal,29,2020-03-10 11:00:00+00,27,27,Low Demand
6205,ISBT Main Bus Terminal,29,2020-03-21 14:00:00+00,32,71,Low Demand
6206,Central Station Transit Hub,29,2020-03-26 17:00:00+00,29,47,Low Demand
6207,Central Station Transit Hub,29,2020-03-29 20:00:00+00,2,70,High Demand
6208,ISBT Main Bus Terminal,29,2020-03-31 20:00:00+00,33,31,Low Demand
6209,Central Station Transit Hub,29,2020-04-13 08:00:00+00,16,53,Balanced
6210,ISBT Main Bus Terminal,29,2020-04-15 08:00:00+00,16,38,Balanced
6211,ISBT Main Bus Terminal,29,2020-04-16 14:00:00+00,17,72,Balanced
6212,ISBT Main Bus Terminal,29,2020-04-24 11:00:00+00,15,58,Balanced
6213,ISBT Main Bus Terminal,29,2020-04-25 11:00:00+00,7,18,Balanced
6214,Central Station Transit Hub,29,2020-05-03 14:00:00+00,16,13,Balanced
6215,Central Station Transit Hub,29,2020-05-11 20:00:00+00,31,28,Low Demand
6216,Central Station Transit Hub,29,2020-05-14 11:00:00+00,4,17,Balanced
6217,ISBT Main Bus Terminal,29,2020-05-17 11:00:00+00,6,21,Balanced
6218,Central Station Transit Hub,29,2020-05-22 11:00:00+00,32,47,Low Demand
6219,Central Station Transit Hub,29,2020-05-23 08:00:00+00,23,26,Balanced
6220,ISBT Main Bus Terminal,29,2020-05-26 11:00:00+00,17,63,Balanced
6221,Central Station Transit Hub,29,2020-06-09 17:00:00+00,23,47,Balanced
6222,Central Station Transit Hub,29,2020-06-18 17:00:00+00,27,42,Low Demand
6223,ISBT Main Bus Terminal,29,2020-06-19 11:00:00+00,28,36,Low Demand
6224,Central Station Transit Hub,29,2020-06-23 08:00:00+00,6,20,Balanced
6225,ISBT Main Bus Terminal,29,2020-06-27 14:00:00+00,19,17,Balanced
6226,Central Station Transit Hub,29,2020-07-06 17:00:00+00,13,11,Balanced
6227,ISBT Main Bus Terminal,29,2020-08-04 17:00:00+00,4,18,Balanced
6228,ISBT Main Bus Terminal,29,2020-08-09 17:00:00+00,18,15,Balanced
6229,Central Station Transit Hub,29,2020-08-15 11:00:00+00,12,63,Balanced
6230,Central Station Transit Hub,29,2020-08-17 11:00:00+00,30,31,Low Demand
6231,Central Station Transit Hub,29,2020-08-22 11:00:00+00,21,71,Balanced
6232,Central Station Transit Hub,29,2020-09-11 17:00:00+00,26,15,Low Demand
6233,ISBT Main Bus Terminal,29,2020-09-14 14:00:00+00,34,53,Low Demand
6234,Central Station Transit Hub,29,2020-09-15 20:00:00+00,35,17,Low Demand
6235,ISBT Main Bus Terminal,29,2020-09-19 14:00:00+00,23,37,Balanced
6236,Central Station Transit Hub,29,2020-09-24 08:00:00+00,5,78,High Demand
6237,Central Station Transit Hub,29,2020-09-30 17:00:00+00,30,63,Low Demand
6238,ISBT Main Bus Terminal,29,2020-10-02 20:00:00+00,15,22,Balanced
6239,ISBT Main Bus Terminal,29,2020-10-09 11:00:00+00,22,28,Balanced
6240,ISBT Main Bus Terminal,29,2020-10-12 17:00:00+00,32,19,Low Demand
6241,ISBT Main Bus Terminal,29,2020-10-13 14:00:00+00,35,47,Low Demand
6242,Central Station Transit Hub,29,2020-10-16 20:00:00+00,5,79,High Demand
6243,ISBT Main Bus Terminal,29,2020-10-17 17:00:00+00,23,76,Balanced
6244,ISBT Main Bus Terminal,29,2020-10-18 08:00:00+00,15,41,Balanced
6245,Central Station Transit Hub,29,2020-10-19 17:00:00+00,11,40,Balanced
6246,ISBT Main Bus Terminal,29,2020-10-21 11:00:00+00,19,64,Balanced
6247,Central Station Transit Hub,29,2020-10-27 20:00:00+00,2,56,High Demand
6248,ISBT Main Bus Terminal,29,2020-11-13 08:00:00+00,28,28,Low Demand
6249,ISBT Main Bus Terminal,29,2020-11-15 11:00:00+00,4,72,High Demand
6250,Central Station Transit Hub,29,2020-11-19 14:00:00+00,32,56,Low Demand
6251,Central Station Transit Hub,29,2020-11-20 20:00:00+00,10,28,Balanced
6252,ISBT Main Bus Terminal,29,2020-12-01 11:00:00+00,5,54,High Demand
6253,ISBT Main Bus Terminal,29,2020-12-07 11:00:00+00,14,66,Balanced
6254,ISBT Main Bus Terminal,29,2020-12-16 20:00:00+00,27,57,Low Demand
6255,ISBT Main Bus Terminal,29,2020-12-22 11:00:00+00,31,14,Low Demand
6256,ISBT Main Bus Terminal,29,2020-12-23 11:00:00+00,5,65,High Demand
6257,ISBT Main Bus Terminal,29,2021-01-02 14:00:00+00,19,25,Balanced
6258,Central Station Transit Hub,29,2021-01-09 20:00:00+00,14,31,Balanced
6259,Central Station Transit Hub,29,2021-01-17 14:00:00+00,23,39,Balanced
6260,ISBT Main Bus Terminal,29,2021-01-21 14:00:00+00,10,51,Balanced
6261,ISBT Main Bus Terminal,29,2021-01-24 08:00:00+00,14,70,Balanced
6262,Central Station Transit Hub,29,2021-01-25 08:00:00+00,32,76,Low Demand
6263,Central Station Transit Hub,29,2021-01-27 11:00:00+00,9,53,High Demand
6264,Central Station Transit Hub,29,2021-01-28 20:00:00+00,27,36,Low Demand
6265,ISBT Main Bus Terminal,29,2021-02-05 11:00:00+00,3,47,Balanced
6266,ISBT Main Bus Terminal,29,2021-02-13 17:00:00+00,2,65,High Demand
6267,ISBT Main Bus Terminal,29,2021-02-14 08:00:00+00,31,18,Low Demand
6268,Central Station Transit Hub,29,2021-02-25 14:00:00+00,28,67,Low Demand
6269,ISBT Main Bus Terminal,29,2021-02-26 08:00:00+00,18,60,Balanced
6270,ISBT Main Bus Terminal,29,2021-03-03 14:00:00+00,6,17,Balanced
6271,Central Station Transit Hub,29,2021-03-04 17:00:00+00,12,67,Balanced
6272,Central Station Transit Hub,29,2021-03-10 20:00:00+00,16,18,Balanced
6273,Central Station Transit Hub,29,2021-03-22 20:00:00+00,9,61,High Demand
6274,ISBT Main Bus Terminal,29,2021-03-27 14:00:00+00,5,42,Balanced
6275,Central Station Transit Hub,29,2021-04-04 08:00:00+00,14,54,Balanced
6276,Central Station Transit Hub,29,2021-04-10 08:00:00+00,10,29,Balanced
6277,ISBT Main Bus Terminal,29,2021-04-14 08:00:00+00,34,39,Low Demand
