trip_id,trip_date,trip_hour,location_id,city,state,stand_name,vehicles_available,trips_completed,demand_level
7186,2021-10-26,11,33,Munnar,Kerala,ISBT Main Bus Terminal,34,48,Low Demand
7187,2021-10-31,14,33,Munnar,Kerala,Central Station Transit Hub,24,40,Balanced
7188,2021-11-01,8,33,Munnar,Kerala,Central Station Transit Hub,12,20,Balanced
7189,2021-11-06,8,33,Munnar,Kerala,ISBT Main Bus Terminal,28,17,Low Demand
7190,2021-11-14,17,33,Munnar,Kerala,ISBT Main Bus Terminal,21,27,Balanced
7191,2021-11-21,11,33,Munnar,Kerala,Central Station Transit Hub,16,31,Balanced
7192,2021-11-23,8,33,Munnar,Kerala,ISBT Main Bus Terminal,8,69,High Demand
7193,2021-11-28,14,33,Munnar,Kerala,ISBT Main Bus Terminal,16,78,Balanced
7194,2021-12-03,14,33,Munnar,Kerala,ISBT Main Bus Terminal,33,15,Low Demand
7195,2021-12-05,14,33,Munnar,Kerala,ISBT Main Bus Terminal,16,51,Balanced
7196,2021-12-08,14,33,Munnar,Kerala,Central Station Transit Hub,29,41,Low Demand
7197,2021-12-13,8,33,Munnar,Kerala,Central Station Transit Hub,28,30,Low Demand
7198,2021-12-24,20,33,Munnar,Kerala,Central Station Transit Hub,30,78,Low Demand
7199,2022-01-22,20,33,Munnar,Kerala,Central Station Transit Hub,23,37,Balanced
7200,2022-01-27,20,33,Munnar,Kerala,ISBT Main Bus Terminal,32,10,Low Demand
7201,2022-02-04,11,33,Munnar,Kerala,ISBT Main Bus Terminal,22,73,Balanced
7202,2022-02-06,8,33,Munnar,Kerala,ISBT Main Bus Terminal,10,74,Balanced
7203,2022-02-15,14,33,Munnar,Kerala,Central Station Transit Hub,22,63,Balanced
7204,2022-02-20,14,33,Munnar,Kerala,ISBT Main Bus Terminal,9,20,Balanced
7205,2022-02-24,8,33,Munnar,Kerala,ISBT Main Bus Terminal,15,46,Balanced
7206,2022-02-27,11,33,Munnar,Kerala,ISBT Main Bus Terminal,10,64,Balanced
7207,2022-02-28,20,33,Munnar,Kerala,ISBT Main Bus Terminal,29,67,Low Demand
7208,2022-03-20,17,33,Munnar,Kerala,Central Station Transit Hub,15,80,Balanced
7209,2022-03-24,8,33,Munnar,Kerala,ISBT Main Bus Terminal,24,72,Balanced
7210,2022-03-26,8,33,Munnar,Kerala,Central Station Transit Hub,16,11,Balanced
7211,2022-03-27,17,33,Munnar,Kerala,ISBT Main Bus Terminal,3,74,High Demand
7212,2022-04-03,11,33,Munnar,Kerala,Central Station Transit Hub,9,35,Balanced
7213,2022-04-04,11,33,Munnar,Kerala,Central Station Transit Hub,14,41,Balanced
7214,2022-04-12,14,33,Munnar,Kerala,ISBT Main Bus Terminal,12,69,Balanced
7215,2022-04-19,17,33,Munnar,Kerala,Central Station Transit Hub,25,20,Balanced
7216,2022-04-21,20,33,Munnar,Kerala,ISBT Main Bus Terminal,5,59,High Demand
7217,2022-04-24,17,33,Munnar,Kerala,ISBT Main Bus Terminal,33,21,Low Demand
7218,2022-05-17,8,33,Munnar,Kerala,Central Station Transit Hub,30,76,Low Demand
7219,2022-05-27,11,33,Munnar,Kerala,ISBT Main Bus Terminal,26,39,Low Demand
7220,2022-05-28,14,33,Munnar,Kerala,Central Station Transit Hub,6,64,High Demand
7221,2022-06-06,11,33,Munnar,Kerala,Central Station Transit Hub,28,29,Low Demand
7222,2022-06-13,20,33,Munnar,Kerala,ISBT Main Bus Terminal,5,52,High Demand
7223,2022-06-16,20,33,Munnar,Kerala,Central Station Transit Hub,22,28,Balanced
7224,2022-06-30,8,33,Munnar,Kerala,Central Station Transit Hub,7,69,High Demand
7225,2022-07-02,17,33,Munnar,Kerala,ISBT Main Bus Terminal,28,22,Low Demand
7226,2022-07-03,14,33,Munnar,Kerala,ISBT Main Bus Terminal,35,11,Low Demand
7227,2022-07-04,17,33,Munnar,Kerala,Central Station Transit Hub,35,66,Low Demand
7228,2022-07-06,11,33,Munnar,Kerala,ISBT Main Bus Terminal,22,18,Balanced
7229,2022-07-25,20,33,Munnar,Kerala,ISBT Main Bus Terminal,15,51,Balanced
7230,2022-08-03,11,33,Munnar,Kerala,ISBT Main Bus Terminal,14,29,Balanced
7231,2022-08-24,14,33,Munnar,Kerala,ISBT Main Bus Terminal,6,74,High Demand
7232,2022-08-25,17,33,Munnar,Kerala,Central Station Transit Hub,32,29,Low Demand
7233,2022-09-13,17,33,Munnar,Kerala,ISBT Main Bus Terminal,6,40,Balanced
7234,2022-09-24,8,33,Munnar,Kerala,Central Station Transit Hub,7,32,Balanced
7235,2022-10-18,8,33,Munnar,Kerala,ISBT Main Bus Terminal,27,49,Low Demand
7236,2022-10-19,11,33,Munnar,Kerala,Central Station Transit Hub,5,75,High Demand
7237,2022-11-03,11,33,Munnar,Kerala,ISBT Main Bus Terminal,2,54,High Demand
7238,2022-11-06,8,33,Munnar,Kerala,Central Station Transit Hub,14,50,Balanced
7239,2022-11-10,20,33,Munnar,Kerala,ISBT Main Bus Terminal,7,77,High Demand
7240,2022-11-15,8,33,Munnar,Kerala,ISBT Main Bus Terminal,13,49,Balanced
7241,2022-12-01,11,33,Munnar,Kerala,Central Station Transit Hub,4,68,High Demand
7242,2022-12-05,17,33,Munnar,Kerala,Central Station Transit Hub,4,39,Balanced
7243,2022-12-06,8,33,Munnar,Kerala,ISBT Main Bus Terminal,23,25,Balanced
7244,2022-12-07,14,33,Munnar,Kerala,ISBT Main Bus Terminal,29,68,Low Demand
7245,2022-12-12,17,33,Munnar,Kerala,ISBT Main Bus Terminal,33,63,Low Demand
7246,2022-12-14,20,33,Munnar,Kerala,ISBT Main Bus Terminal,17,29,Balanced
7247,2022-12-21,8,33,Munnar,Kerala,Central Station Transit Hub,10,52,Balanced
7248,2022-12-25,11,33,Munnar,Kerala,ISBT Main Bus Terminal,35,31,Low Demand
7249,2019-01-07,14,34,Kochi,Kerala,ISBT Main Bus Terminal,17,46,Balanced
7250,2019-01-08,11,34,Kochi,Kerala,Central Station Transit Hub,10,30,Balanced
7251,2019-01-26,11,34,Kochi,Kerala,ISBT Main Bus Terminal,10,74,Balanced
7252,2019-02-04,20,34,Kochi,Kerala,ISBT Main Bus Terminal,20,40,Balanced
7253,2019-02-05,17,34,Kochi,Kerala,ISBT Main Bus Terminal,11,80,Balanced
7254,2019-02-20,20,34,Kochi,Kerala,ISBT Main Bus Terminal,8,40,Balanced
7255,2019-02-21,8,34,Kochi,Kerala,ISBT Main Bus Terminal,7,16,Balanced
7256,2019-03-02,14,34,Kochi,Kerala,ISBT Main Bus Terminal,20,51,Balanced
7257,2019-03-07,17,34,Kochi,Kerala,ISBT Main Bus Terminal,2,33,Balanced
7258,2019-03-14,8,34,Kochi,Kerala,ISBT Main Bus Terminal,9,28,Balanced
7259,2019-04-01,14,34,Kochi,Kerala,ISBT Main Bus Terminal,24,44,Balanced
7260,2019-04-22,20,34,Kochi,Kerala,Central Station Transit Hub,21,17,Balanced
7261,2019-05-03,20,34,Kochi,Kerala,Central Station Transit Hub,35,11,Low Demand
7262,2019-05-04,11,34,Kochi,Kerala,ISBT Main Bus Terminal,33,75,Low Demand
7263,2019-05-15,14,34,Kochi,Kerala,ISBT Main Bus Terminal,22,31,Balanced
7264,2019-05-29,11,34,Kochi,Kerala,Central Station Transit Hub,19,36,Balanced
7265,2019-06-03,17,34,Kochi,Kerala,ISBT Main Bus Terminal,32,33,Low Demand
7266,2019-06-04,20,34,Kochi,Kerala,ISBT Main Bus Terminal,26,76,Low Demand
7267,2019-06-05,20,34,Kochi,Kerala,ISBT Main Bus Terminal,31,62,Low Demand
7268,2019-06-06,14,34,Kochi,Kerala,Central Station Transit Hub,22,70,Balanced
7269,2019-06-15,20,34,Kochi,Kerala,Central Station Transit Hub,18,15,Balanced
7270,2019-06-22,20,34,Kochi,Kerala,Central Station Transit Hub,25,76,Balanced
7271,2019-06-30,14,34,Kochi,Kerala,Central Station Transit Hub,27,13,Low Demand
7272,2019-07-07,14,34,Kochi,Kerala,ISBT Main Bus Terminal,11,67,Balanced
7273,2019-07-17,14,34,Kochi,Kerala,Central Station Transit Hub,13,39,Balanced
7274,2019-07-26,17,34,Kochi,Kerala,Central Station Transit Hub,4,75,High Demand
7275,2019-07-27,8,34,Kochi,Kerala,Central Station Transit Hub,2,24,Balanced
7276,2019-07-29,14,34,Kochi,Kerala,Central Station Transit Hub,11,56,Balanced
7277,2019-07-31,17,34,Kochi,Kerala,Central Station Transit Hub,20,60,Balanced
7278,2019-08-05,8,34,Kochi,Kerala,Central Station Transit Hub,8,79,High Demand
7279,2019-09-05,11,34,Kochi,Kerala,ISBT Main Bus Terminal,9,80,High Demand
7280,2019-09-16,20,34,Kochi,Kerala,Central Station Transit Hub,26,19,Low Demand
7281,2019-10-04,17,34,Kochi,Kerala,ISBT Main Bus Terminal,11,47,Balanced
7282,2019-10-10,17,34,Kochi,Kerala,Central Station Transit Hub,23,66,Balanced
7283,2019-10-20,11,34,Kochi,Kerala,Central Station Transit Hub,9,43,Balanced
7284,2019-10-30,14,34,Kochi,Kerala,ISBT Main Bus Terminal,19,11,Balanced
7285,2019-11-01,8,34,Kochi,Kerala,Central Station Transit Hub,18,38,Balanced
7286,2019-11-20,14,34,Kochi,Kerala,ISBT Main Bus Terminal,10,78,Balanced
7287,2019-11-22,20,34,Kochi,Kerala,ISBT Main Bus Terminal,34,10,Low Demand
7288,2019-11-25,8,34,Kochi,Kerala,Central Station Transit Hub,16,31,Balanced
7289,2019-12-11,14,34,Kochi,Kerala,Central Station Transit Hub,3,41,Balanced
7290,2019-12-21,20,34,Kochi,Kerala,Central Station Transit Hub,31,75,Low Demand
7291,2019-12-22,14,34,Kochi,Kerala,Central Station Transit Hub,8,12,Balanced
7292,2020-01-03,14,34,Kochi,Kerala,Central Station Transit Hub,34,28,Low Demand
7293,2020-01-10,8,34,Kochi,Kerala,Central Station Transit Hub,34,71,Low Demand
7294,2020-01-13,20,34,Kochi,Kerala,Central Station Transit Hub,16,20,Balanced
7295,2020-01-21,20,34,Kochi,Kerala,ISBT Main Bus Terminal,25,48,Balanced
7296,2020-01-22,8,34,Kochi,Kerala,ISBT Main Bus Terminal,5,79,High Demand
7297,2020-01-24,17,34,Kochi,Kerala,ISBT Main Bus Terminal,17,43,Balanced
7298,2020-01-29,14,34,Kochi,Kerala,Central Station Transit Hub,13,36,Balanced
7299,2020-02-01,8,34,Kochi,Kerala,ISBT Main Bus Terminal,25,69,Balanced
7300,2020-02-02,14,34,Kochi,Kerala,Central Station Transit Hub,10,64,Balanced
7301,2020-02-12,17,34,Kochi,Kerala,Central Station Transit Hub,10,73,Balanced
7302,2020-02-16,17,34,Kochi,Kerala,ISBT Main Bus Terminal,11,79,Balanced
7303,2020-02-22,11,34,Kochi,Kerala,Central Station Transit Hub,12,36,Balanced
7304,2020-02-25,11,34,Kochi,Kerala,ISBT Main Bus Terminal,28,30,Low Demand
7305,2020-03-10,20,34,Kochi,Kerala,Central Station Transit Hub,8,53,High Demand
7306,2020-03-12,8,34,Kochi,Kerala,Central Station Transit Hub,24,21,Balanced
7307,2020-03-14,8,34,Kochi,Kerala,ISBT Main Bus Terminal,32,26,Low Demand
7308,2020-03-16,8,34,Kochi,Kerala,Central Station Transit Hub,34,66,Low Demand
7309,2020-03-21,11,34,Kochi,Kerala,Central Station Transit Hub,8,38,Balanced
7310,2020-03-29,8,34,Kochi,Kerala,Central Station Transit Hub,27,10,Low Demand
7311,2020-04-02,20,34,Kochi,Kerala,Central Station Transit Hub,20,47,Balanced
7312,2020-04-16,8,34,Kochi,Kerala,ISBT Main Bus Terminal,19,61,Balanced
7313,2020-05-01,14,34,Kochi,Kerala,ISBT Main Bus Terminal,35,14,Low Demand
7314,2020-05-05,14,34,Kochi,Kerala,Central Station Transit Hub,2,22,Balanced
7315,2020-05-08,17,34,Kochi,Kerala,Central Station Transit Hub,24,23,Balanced
7316,2020-05-17,11,34,Kochi,Kerala,ISBT Main Bus Terminal,25,36,Balanced
7317,2020-05-18,17,34,Kochi,Kerala,ISBT Main Bus Terminal,25,78,Balanced
7318,2020-06-06,20,34,Kochi,Kerala,Central Station Transit Hub,2,20,Balanced
7319,2020-06-07,8,34,Kochi,Kerala,Central Station Transit Hub,32,28,Low Demand
7320,2020-06-10,8,34,Kochi,Kerala,Central Station Transit Hub,22,12,Balanced
7321,2020-06-23,8,34,Kochi,Kerala,ISBT Main Bus Terminal,33,17,Low Demand
7322,2020-07-12,20,34,Kochi,Kerala,Central Station Transit Hub,10,42,Balanced
7323,2020-07-19,11,34,Kochi,Kerala,ISBT Main Bus Terminal,28,70,Low Demand
7324,2020-07-29,17,34,Kochi,Kerala,ISBT Main Bus Terminal,7,49,Balanced
7325,2020-08-02,11,34,Kochi,Kerala,ISBT Main Bus Terminal,31,29,Low Demand
7326,2020-08-06,17,34,Kochi,Kerala,Central Station Transit Hub,19,63,Balanced
7327,2020-08-08,17,34,Kochi,Kerala,ISBT Main Bus Terminal,30,74,Low Demand
7328,2020-08-12,11,34,Kochi,Kerala,Central Station Transit Hub,33,53,Low Demand
7329,2020-08-19,17,34,Kochi,Kerala,Central Station Transit Hub,22,36,Balanced
7330,2020-08-25,20,34,Kochi,Kerala,Central Station Transit Hub,28,68,Low Demand
7331,2020-08-28,11,34,Kochi,Kerala,Central Station Transit Hub,13,68,Balanced
7332,2020-09-04,8,34,Kochi,Kerala,ISBT Main Bus Terminal,20,20,Balanced
7333,2020-09-05,17,34,Kochi,Kerala,ISBT Main Bus Terminal,31,53,Low Demand
7334,2020-09-08,8,34,Kochi,Kerala,ISBT Main Bus Terminal,31,57,Low Demand
7335,2020-09-26,14,34,Kochi,Kerala,Central Station Transit Hub,11,25,Balanced
7336,2020-10-12,20,34,Kochi,Kerala,ISBT Main Bus Terminal,33,55,Low Demand
7337,2020-10-15,11,34,Kochi,Kerala,ISBT Main Bus Terminal,18,40,Balanced
7338,2020-10-19,20,34,Kochi,Kerala,ISBT Main Bus Terminal,2,46,Balanced
7339,2020-10-29,14,34,Kochi,Kerala,Central Station Transit Hub,25,41,Balanced
7340,2020-11-09,8,34,Kochi,Kerala,ISBT Main Bus Terminal,34,51,Low Demand
7341,2020-11-14,14,34,Kochi,Kerala,ISBT Main Bus Terminal,11,46,Balanced
7342,2020-11-23,20,34,Kochi,Kerala,ISBT Main Bus Terminal,15,10,Balanced
7343,2020-11-25,8,34,Kochi,Kerala,ISBT Main Bus Terminal,27,62,Low Demand
7344,2020-12-03,8,34,Kochi,Kerala,Central Station Transit Hub,21,72,Balanced
7345,2020-12-05,8,34,Kochi,Kerala,ISBT Main Bus Terminal,12,10,Balanced
7346,2020-12-08,20,34,Kochi,Kerala,Central Station Transit Hub,7,67,High Demand
7347,2020-12-10,17,34,Kochi,Kerala,ISBT Main Bus Terminal,16,50,Balanced
7348,2020-12-15,8,34,Kochi,Kerala,Central Station Transit Hub,18,13,Balanced
7349,2020-12-16,8,34,Kochi,Kerala,ISBT Main Bus Terminal,22,78,Balanced
7350,2020-12-29,11,34,Kochi,Kerala,ISBT Main Bus Terminal,32,16,Low Demand
7351,2021-01-07,14,34,Kochi,Kerala,ISBT Main Bus Terminal,29,79,Low Demand
7352,2021-01-13,17,34,Kochi,Kerala,ISBT Main Bus Terminal,23,27,Balanced
7353,2021-01-16,8,34,Kochi,Kerala,Central Station Transit Hub,28,77,Low Demand
7354,2021-01-21,17,34,Kochi,Kerala,Central Station Transit Hub,21,47,Balanced
7355,2021-01-25,14,34,Kochi,Kerala,Central Station Transit Hub,31,56,Low Demand
7356,2021-02-06,8,34,Kochi,Kerala,Central Station Transit Hub,31,31,Low Demand
7357,2021-02-15,17,34,Kochi,Kerala,ISBT Main Bus Terminal,25,75,Balanced
7358,2021-03-01,8,34,Kochi,Kerala,ISBT Main Bus Terminal,24,22,Balanced
7359,2021-03-07,20,34,Kochi,Kerala,ISBT Main Bus Terminal,33,42,Low Demand
7360,2021-03-14,14,34,Kochi,Kerala,Central Station Transit Hub,19,70,Balanced
7361,2021-03-22,14,34,Kochi,Kerala,Central Station Transit Hub,35,29,Low Demand
7362,2021-03-29,8,34,Kochi,Kerala,ISBT Main Bus Terminal,21,73,Balanced
7363,2021-04-03,20,34,Kochi,Kerala,Central Station Transit Hub,28,12,Low Demand
7364,2021-04-12,11,34,Kochi,Kerala,Central Station Transit Hub,24,15,Balanced
7365,2021-04-22,14,34,Kochi,Kerala,ISBT Main Bus Terminal,24,43,Balanced
7366,2021-04-26,8,34,Kochi,Kerala,ISBT Main Bus Terminal,18,34,Balanced
7367,2021-05-03,14,34,Kochi,Kerala,Central Station Transit Hub,25,60,Balanced
7368,2021-05-07,20,34,Kochi,Kerala,ISBT Main Bus Terminal,19,79,Balanced
7369,2021-06-13,20,34,Kochi,Kerala,ISBT Main Bus Terminal,9,38,Balanced
7370,2021-06-15,8,34,Kochi,Kerala,ISBT Main Bus Terminal,25,71,Balanced
7371,2021-06-28,17,34,Kochi,Kerala,ISBT Main Bus Terminal,14,57,Balanced
7372,2021-06-29,8,34,Kochi,Kerala,ISBT Main Bus Terminal,7,69,High Demand
7373,2021-07-04,8,34,Kochi,Kerala,ISBT Main Bus Terminal,11,39,Balanced
7374,2021-07-16,8,34,Kochi,Kerala,ISBT Main Bus Terminal,18,55,Balanced
7375,2021-07-25,8,34,Kochi,Kerala,Central Station Transit Hub,13,59,Balanced
7376,2021-07-28,8,34,Kochi,Kerala,ISBT Main Bus Terminal,34,46,Low Demand
7377,2021-08-09,8,34,Kochi,Kerala,Central Station Transit Hub,34,36,Low Demand
7378,2021-08-14,17,34,Kochi,Kerala,ISBT Main Bus Terminal,17,14,Balanced
7379,2021-08-15,20,34,Kochi,Kerala,ISBT Main Bus Terminal,12,12,Balanced
7380,2021-08-25,20,34,Kochi,Kerala,Central Station Transit Hub,23,15,Balanced
7381,2021-08-26,20,34,Kochi,Kerala,Central Station Transit Hub,13,18,Balanced
7382,2021-08-27,14,34,Kochi,Kerala,ISBT Main Bus Terminal,25,63,Balanced
7383,2021-08-28,20,34,Kochi,Kerala,ISBT Main Bus Terminal,15,20,Balanced
7384,2021-08-30,17,34,Kochi,Kerala,Central Station Transit Hub,19,20,Balanced
7385,2021-09-11,17,34,Kochi,Kerala,ISBT Main Bus Terminal,35,16,Low Demand
7386,2021-09-23,11,34,Kochi,Kerala,Central Station Transit Hub,9,10,Balanced
7387,2021-09-25,14,34,Kochi,Kerala,Central Station Transit Hub,14,44,Balanced
7388,2021-09-28,17,34,Kochi,Kerala,Central Station Transit Hub,17,26,Balanced
7389,2021-09-29,11,34,Kochi,Kerala,ISBT Main Bus Terminal,30,21,Low Demand
7390,2021-10-12,14,34,Kochi,Kerala,ISBT Main Bus Terminal,4,36,Balanced
7391,2021-10-20,17,34,Kochi,Kerala,ISBT Main Bus Terminal,29,37,Low Demand
7392,2021-10-26,20,34,Kochi,Kerala,Central Station Transit Hub,13,32,Balanced
7393,2021-11-04,17,34,Kochi,Kerala,ISBT Main Bus Terminal,9,56,High Demand
7394,2021-11-15,20,34,Kochi,Kerala,ISBT Main Bus Terminal,15,43,Balanced
7395,2021-12-01,11,34,Kochi,Kerala,ISBT Main Bus Terminal,3,22,Balanced
7396,2021-12-02,14,34,Kochi,Kerala,Central Station Transit Hub,35,42,Low Demand
7397,2021-12-03,20,34,Kochi,Kerala,Central Station Transit Hub,7,64,High Demand
7398,2021-12-12,17,34,Kochi,Kerala,Central Station Transit Hub,27,27,Low Demand
7399,2021-12-16,14,34,Kochi,Kerala,Central Station Transit Hub,11,77,Balanced
7400,2021-12-19,14,34,Kochi,Kerala,Central Station Transit Hub,10,51,Balanced
7401,2022-01-03,14,34,Kochi,Kerala,ISBT Main Bus Terminal,7,78,High Demand
7402,2022-01-04,14,34,Kochi,Kerala,ISBT Main Bus Terminal,16,45,Balanced
7403,2022-01-14,8,34,Kochi,Kerala,Central Station Transit Hub,25,54,Balanced
7404,2022-01-20,11,34,Kochi,Kerala,ISBT Main Bus Terminal,8,41,Balanced
7405,2022-02-11,8,34,Kochi,Kerala,ISBT Main Bus Terminal,27,53,Low Demand
7406,2022-02-15,14,34,Kochi,Kerala,Central Station Transit Hub,13,10,Balanced
7407,2022-02-18,17,34,Kochi,Kerala,ISBT Main Bus Terminal,14,71,Balanced
7408,2022-02-25,11,34,Kochi,Kerala,ISBT Main Bus Terminal,28,69,Low Demand
7409,2022-02-27,11,34,Kochi,Kerala,Central Station Transit Hub,15,36,Balanced
7410,2022-03-03,11,34,Kochi,Kerala,ISBT Main Bus Terminal,6,55,High Demand
7411,2022-03-05,11,34,Kochi,Kerala,Central Station Transit Hub,29,15,Low Demand
7412,2022-03-22,17,34,Kochi,Kerala,ISBT Main Bus Terminal,19,68,Balanced
7413,2022-03-31,14,34,Kochi,Kerala,ISBT Main Bus Terminal,34,70,Low Demand
7414,2022-04-06,17,34,Kochi,Kerala,ISBT Main Bus Terminal,21,76,Balanced
7415,2022-04-07,20,34,Kochi,Kerala,Central Station Transit Hub,26,20,Low Demand
7416,2022-04-08,17,34,Kochi,Kerala,ISBT Main Bus Terminal,33,41,Low Demand
7417,2022-04-23,17,34,Kochi,Kerala,ISBT Main Bus Terminal,25,50,Balanced
7418,2022-04-26,11,34,Kochi,Kerala,Central Station Transit Hub,14,76,Balanced
7419,2022-04-27,11,34,Kochi,Kerala,ISBT Main Bus Terminal,8,63,High Demand
7420,2022-04-28,20,34,Kochi,Kerala,Central Station Transit Hub,16,13,Balanced
7421,2022-04-30,11,34,Kochi,Kerala,Central Station Transit Hub,13,27,Balanced
7422,2022-05-01,14,34,Kochi,Kerala,Central Station Transit Hub,17,42,Balanced
7423,2022-05-07,17,34,Kochi,Kerala,Central Station Transit Hub,24,21,Balanced
7424,2022-05-09,20,34,Kochi,Kerala,ISBT Main Bus Terminal,13,24,Balanced
7425,2022-05-10,8,34,Kochi,Kerala,Central Station Transit Hub,34,70,Low Demand
7426,2022-05-11,20,34,Kochi,Kerala,Central Station Transit Hub,14,32,Balanced
7427,2022-05-13,8,34,Kochi,Kerala,Central Station Transit Hub,9,78,High Demand
7428,2022-05-14,11,34,Kochi,Kerala,ISBT Main Bus Terminal,21,17,Balanced
7429,2022-05-16,11,34,Kochi,Kerala,ISBT Main Bus Terminal,16,45,Balanced
7430,2022-05-19,20,34,Kochi,Kerala,ISBT Main Bus Terminal,24,80,Balanced
7431,2022-05-24,11,34,Kochi,Kerala,Central Station Transit Hub,24,77,Balanced
7432,2022-05-27,14,34,Kochi,Kerala,Central Station Transit Hub,14,22,Balanced
7433,2022-05-31,11,34,Kochi,Kerala,Central Station Transit Hub,24,79,Balanced
7434,2022-06-02,14,34,Kochi,Kerala,Central Station Transit Hub,10,32,Balanced
7435,2022-06-10,20,34,Kochi,Kerala,Central Station Transit Hub,18,21,Balanced
7436,2022-06-13,8,34,Kochi,Kerala,ISBT Main Bus Terminal,7,15,Balanced
7437,2022-06-24,14,34,Kochi,Kerala,ISBT Main Bus Terminal,15,32,Balanced
7438,2022-06-29,14,34,Kochi,Kerala,Central Station Transit Hub,14,29,Balanced
7439,2022-07-05,20,34,Kochi,Kerala,Central Station Transit Hub,28,48,Low Demand
7440,2022-07-14,8,34,Kochi,Kerala,ISBT Main Bus Terminal,13,30,Balanced
7441,2022-07-24,14,34,Kochi,Kerala,ISBT Main Bus Terminal,7,41,Balanced
7442,2022-08-01,14,34,Kochi,Kerala,Central Station Transit Hub,8,42,Balanced
7443,2022-08-10,17,34,Kochi,Kerala,Central Station Transit Hub,14,56,Balanced
7444,2022-08-11,17,34,Kochi,Kerala,ISBT Main Bus Terminal,14,12,Balanced
7445,2022-08-22,14,34,Kochi,Kerala,Central Station Transit Hub,20,15,Balanced
7446,2022-08-25,14,34,Kochi,Kerala,Central Station Transit Hub,33,55,Low Demand
7447,2022-08-28,17,34,Kochi,Kerala,Central Station Transit Hub,17,80,Balanced
7448,2022-09-04,14,34,Kochi,Kerala,ISBT Main Bus Terminal,32,67,Low Demand
7449,2022-09-07,11,34,Kochi,Kerala,Central Station Transit Hub,35,59,Low Demand
7450,2022-09-16,8,34,Kochi,Kerala,ISBT Main Bus Terminal,22,18,Balanced
7451,2022-09-20,8,34,Kochi,Kerala,ISBT Main Bus Terminal,6,70,High Demand
7452,2022-09-21,20,34,Kochi,Kerala,Central Station Transit Hub,30,39,Low Demand
7453,2022-09-24,14,34,Kochi,Kerala,Central Station Transit Hub,13,24,Balanced
7454,2022-10-12,8,34,Kochi,Kerala,Central Station Transit Hub,11,40,Balanced
7455,2022-10-18,11,34,Kochi,Kerala,Central Station Transit Hub,11,46,Balanced
7456,2022-10-19,14,34,Kochi,Kerala,ISBT Main Bus Terminal,18,45,Balanced
7457,2022-10-24,20,34,Kochi,Kerala,ISBT Main Bus Terminal,5,55,High Demand
7458,2022-11-06,20,34,Kochi,Kerala,Central Station Transit Hub,14,35,Balanced
7459,2022-11-14,11,34,Kochi,Kerala,Central Station Transit Hub,11,16,Balanced
7460,2022-11-18,17,34,Kochi,Kerala,Central Station Transit Hub,27,46,Low Demand
7461,2022-11-29,17,34,Kochi,Kerala,Central Station Transit Hub,21,16,Balanced
7462,2022-12-03,11,34,Kochi,Kerala,Central Station Transit Hub,5,39,Balanced
7463,2022-12-06,14,34,Kochi,Kerala,ISBT Main Bus Terminal,16,58,Balanced
7464,2022-12-09,17,34,Kochi,Kerala,Central Station Transit Hub,31,15,Low Demand
7465,2022-12-10,20,34,Kochi,Kerala,ISBT Main Bus Terminal,30,66,Low Demand
7466,2022-12-12,8,34,Kochi,Kerala,Central Station Transit Hub,15,34,Balanced
7467,2022-12-14,8,34,Kochi,Kerala,ISBT Main Bus Terminal,14,54,Balanced
7468,2022-12-20,11,34,Kochi,Kerala,Central Station Transit Hub,8,68,High Demand
7469,2022-12-28,11,34,Kochi,Kerala,Central Station Transit Hub,28,55,Low Demand
7470,2019-01-01,20,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,21,44,Balanced
7471,2019-01-11,8,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,13,51,Balanced
7472,2019-01-13,8,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,35,22,Low Demand
7473,2019-01-14,20,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,34,67,Low Demand
7474,2019-01-24,11,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,30,60,Low Demand
7475,2019-01-25,14,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,15,21,Balanced
7476,2019-01-28,11,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,7,61,High Demand
7477,2019-01-29,8,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,11,13,Balanced
7478,2019-02-15,20,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,6,54,High Demand
7479,2019-02-16,20,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,27,51,Low Demand
7480,2019-02-22,11,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,25,70,Balanced
7481,2019-03-01,14,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,18,28,Balanced
7482,2019-03-03,20,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,7,63,High Demand
7483,2019-03-05,20,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,13,24,Balanced
7484,2019-03-07,17,35,Thiruvanthapuram,Kerala,ISBT Main Bus Terminal,29,46,Low Demand
7485,2019-03-27,11,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,8,32,Balanced
7486,2019-04-01,17,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,14,17,Balanced
7487,2019-04-26,14,35,Thiruvanthapuram,Kerala,Central Station Transit Hub,22,59,Balanced
