booking_id,location_id,booking_date,booking_time,status,entry_fee_inr,visit_duration_min,wait_time_min,surge_multiplier
2987,138,2021-01-08,12:00:00,Cancelled,500,155,44,1.0
2988,139,2021-05-17,18:00:00,Completed,200,135,43,1.6
2989,140,2020-03-05,09:00:00,Completed,500,149,29,2.1
2990,141,2020-01-08,16:00:00,Completed,100,132,14,1.6
2991,142,2019-03-15,11:00:00,Completed,30,110,18,2.1
2992,143,2021-01-09,14:00:00,No-Show,30,41,24,2.0
2993,144,2019-05-02,10:00:00,No-Show,350,73,37,1.9
2994,145,2021-05-22,18:00:00,Cancelled,350,144,25,1.5
2995,146,2022-06-07,19:00:00,Completed,350,115,15,1.9
2996,147,2022-06-21,17:00:00,Completed,200,162,33,1.4
2997,148,2022-04-11,10:00:00,Completed,100,80,23,1.0
2998,149,2019-05-30,12:00:00,Completed,500,61,28,2.3
2999,150,2020-05-25,15:00:00,Completed,100,131,13,1.7
3000,151,2021-06-07,14:00:00,Cancelled,350,51,22,1.7
3001,152,2022-05-20,17:00:00,Completed,50,33,25,1.9
3002,1,2019-06-20,17:00:00,Completed,30,132,6,1.4
3003,2,2019-06-21,15:00:00,Completed,30,55,31,1.4
3004,3,2020-05-06,10:00:00,Completed,350,65,25,2.4
3005,4,2020-04-01,18:00:00,Cancelled,50,176,33,1.5
3006,5,2020-04-13,17:00:00,Completed,100,178,40,1.7
3007,6,2019-02-17,11:00:00,No-Show,350,120,23,1.8
3008,7,2020-06-09,10:00:00,Cancelled,50,107,23,1.6
3009,8,2019-04-30,19:00:00,Completed,200,102,12,2.2
3010,9,2020-03-23,11:00:00,Completed,50,95,6,1.6
3011,10,2019-01-31,08:00:00,Cancelled,100,147,32,1.3
3012,11,2020-06-15,18:00:00,Completed,100,84,32,2.3
3013,12,2019-06-14,14:00:00,Completed,350,48,14,1.9
3014,13,2020-03-14,08:00:00,Completed,30,34,9,1.7
3015,14,2021-02-16,19:00:00,Completed,50,112,43,2.0
3016,15,2021-01-09,15:00:00,Completed,500,158,34,2.1
3017,16,2019-04-16,16:00:00,Completed,100,108,12,1.3
3018,17,2020-06-14,15:00:00,Completed,30,125,33,2.3
3019,18,2019-03-18,10:00:00,Cancelled,500,42,24,1.9
3020,19,2019-01-22,10:00:00,Completed,30,97,28,1.1
3021,20,2022-01-04,09:00:00,Cancelled,350,55,39,1.7
3022,21,2022-01-26,15:00:00,Completed,500,59,36,1.2
3023,22,2021-02-16,14:00:00,Completed,0,84,40,1.4
3024,23,2021-03-22,08:00:00,Cancelled,0,144,27,1.0
3025,24,2020-01-12,08:00:00,Completed,350,93,12,2.2
3026,25,2020-05-15,17:00:00,Completed,0,166,40,1.2
3027,26,2021-03-20,15:00:00,Completed,200,88,36,1.3
3028,27,2022-04-12,16:00:00,Completed,30,152,22,2.3
3029,28,2021-02-22,16:00:00,No-Show,350,106,30,1.2
3030,29,2022-02-13,18:00:00,Completed,200,48,39,1.7
3031,30,2022-03-23,13:00:00,Completed,500,149,44,2.0
3032,31,2022-03-10,09:00:00,Completed,100,144,42,1.0
3033,32,2021-04-11,10:00:00,Cancelled,500,118,9,2.2
3034,33,2022-01-10,09:00:00,Completed,30,93,22,2.2
3035,34,2019-06-22,13:00:00,Completed,0,51,13,1.6
3036,35,2019-02-21,10:00:00,Completed,0,160,31,1.7
3037,36,2022-05-03,15:00:00,Completed,500,164,8,1.1
3038,37,2021-02-03,11:00:00,Completed,0,78,40,1.1
3039,38,2021-05-16,17:00:00,Completed,0,136,20,1.9
3040,39,2020-01-07,08:00:00,Completed,50,169,14,2.1
3041,40,2019-03-01,11:00:00,Completed,50,122,16,2.0
3042,41,2019-01-05,16:00:00,No-Show,100,30,38,1.2
3043,42,2019-04-10,13:00:00,No-Show,30,31,13,1.9
3044,43,2021-04-14,18:00:00,Completed,100,47,44,1.3
3045,44,2019-05-01,10:00:00,Completed,30,129,44,1.8
3046,45,2021-05-26,15:00:00,Completed,0,141,36,2.5
3047,46,2021-02-27,12:00:00,Completed,200,59,28,1.1
3048,47,2022-05-06,08:00:00,Completed,200,68,14,2.5
3049,48,2022-04-04,11:00:00,Cancelled,50,115,20,1.5
3050,49,2019-01-25,15:00:00,Completed,50,84,12,1.6
3051,50,2019-02-06,14:00:00,No-Show,500,93,6,1.8
3052,51,2020-02-15,18:00:00,No-Show,30,127,13,2.1
3053,52,2019-01-17,10:00:00,No-Show,100,83,27,1.2
3054,53,2022-04-14,08:00:00,Completed,350,113,8,2.5
3055,54,2021-03-17,17:00:00,Completed,500,160,24,1.0
3056,55,2022-01-16,12:00:00,Completed,30,98,12,2.1
3057,56,2019-04-15,10:00:00,Completed,500,118,22,1.7
3058,57,2020-04-14,13:00:00,Cancelled,50,91,20,1.5
3059,58,2022-03-21,19:00:00,Completed,100,76,38,2.4
3060,59,2019-04-13,14:00:00,Completed,50,179,33,1.0
3061,60,2019-02-22,15:00:00,No-Show,100,75,23,2.2
3062,61,2020-02-07,08:00:00,Completed,500,89,26,1.6
3063,62,2020-05-31,11:00:00,Cancelled,350,35,28,1.5
3064,63,2021-05-07,13:00:00,Cancelled,50,123,11,1.5
3065,64,2020-04-21,16:00:00,Completed,350,54,43,1.9
3066,65,2022-02-17,14:00:00,Cancelled,500,132,24,2.5
3067,66,2021-03-12,15:00:00,Completed,30,75,29,2.5
3068,67,2020-01-09,11:00:00,Cancelled,50,73,23,1.4
3069,68,2020-02-07,17:00:00,No-Show,350,145,17,1.7
3070,69,2022-04-15,11:00:00,No-Show,50,74,10,2.1
3071,70,2022-03-25,12:00:00,Completed,0,133,24,1.5
3072,71,2022-02-24,14:00:00,Completed,350,72,36,1.3
3073,72,2019-01-06,16:00:00,Completed,500,139,35,1.1
3074,73,2021-03-23,13:00:00,Completed,350,69,38,2.1
3075,74,2020-05-02,19:00:00,Cancelled,100,82,27,2.5
3076,75,2021-01-15,17:00:00,Completed,50,64,13,1.1
3077,76,2021-03-11,12:00:00,Completed,50,123,17,1.7
3078,77,2021-05-11,11:00:00,Completed,0,71,13,1.4
3079,78,2019-03-18,18:00:00,Completed,30,60,21,1.8
3080,79,2020-05-02,12:00:00,Completed,30,69,9,1.7
3081,80,2022-04-25,15:00:00,Completed,30,56,24,1.5
3082,81,2022-05-14,09:00:00,No-Show,50,44,10,2.2
3083,82,2019-06-12,08:00:00,Completed,350,166,12,2.4
3084,83,2020-01-08,08:00:00,Completed,100,127,28,2.2
3085,84,2020-02-03,16:00:00,No-Show,500,88,32,1.4
3086,85,2021-06-05,12:00:00,Completed,200,106,35,1.7
3087,86,2022-01-28,18:00:00,Completed,50,139,8,1.4
3088,87,2020-04-15,15:00:00,Completed,350,175,18,2.1
3089,88,2022-03-18,17:00:00,Completed,50,172,25,2.4
3090,89,2020-01-08,12:00:00,Completed,350,144,19,2.5
3091,90,2020-06-16,13:00:00,No-Show,200,147,33,1.8
3092,91,2019-01-01,09:00:00,Completed,0,132,20,2.0
3093,92,2020-05-03,08:00:00,Cancelled,100,81,42,1.7
3094,93,2020-02-07,18:00:00,Completed,50,68,28,1.6
3095,94,2021-02-25,13:00:00,Cancelled,200,144,27,1.4
3096,95,2020-01-01,18:00:00,Cancelled,500,118,30,1.4
3097,96,2020-01-16,11:00:00,Completed,500,77,25,1.4
3098,97,2020-04-20,18:00:00,No-Show,100,30,23,1.2
3099,98,2021-04-06,13:00:00,Completed,30,59,6,2.2
3100,99,2020-04-29,13:00:00,Completed,500,149,8,2.4
3101,100,2020-05-09,15:00:00,No-Show,30,143,5,2.1
3102,101,2021-06-01,11:00:00,Completed,350,78,36,2.0
3103,102,2021-04-16,14:00:00,No-Show,30,117,30,1.2
3104,103,2019-04-05,12:00:00,Completed,100,71,37,1.8
3105,104,2022-04-18,09:00:00,Completed,500,37,14,2.2
3106,105,2021-03-16,19:00:00,No-Show,200,59,7,1.7
3107,106,2019-02-26,17:00:00,No-Show,200,104,9,2.0
3108,107,2019-01-25,19:00:00,Completed,0,81,43,1.2
3109,108,2022-01-16,16:00:00,Completed,200,105,23,1.4
3110,109,2019-03-07,12:00:00,No-Show,50,165,25,2.5
3111,110,2019-01-31,18:00:00,No-Show,50,123,15,2.3
3112,111,2022-02-21,12:00:00,Cancelled,0,87,31,1.1
3113,112,2022-06-20,18:00:00,Completed,500,159,38,1.7
3114,113,2022-04-06,11:00:00,Completed,350,143,30,2.4
3115,114,2020-04-21,09:00:00,Completed,50,75,17,2.3
3116,115,2019-04-26,17:00:00,Completed,0,88,19,2.0
3117,116,2020-03-29,11:00:00,Completed,500,38,39,2.1
3118,117,2020-03-28,19:00:00,Cancelled,0,41,36,1.7
3119,118,2020-03-10,10:00:00,Cancelled,350,132,40,2.0
3120,119,2020-06-10,12:00:00,Cancelled,30,65,13,2.5
3121,120,2019-05-25,18:00:00,No-Show,350,113,38,1.6
3122,121,2020-01-18,18:00:00,Completed,350,72,26,1.6
3123,122,2022-05-31,10:00:00,Completed,50,47,13,1.1
3124,123,2020-04-27,12:00:00,Cancelled,500,64,31,1.6
3125,124,2021-03-11,09:00:00,Completed,350,36,6,1.2
3126,125,2019-02-28,08:00:00,Cancelled,50,111,14,2.3
3127,126,2021-01-11,09:00:00,Completed,350,153,26,2.2
3128,127,2019-01-16,16:00:00,Completed,30,166,41,1.2
3129,128,2019-01-20,13:00:00,Completed,30,77,22,2.3
3130,129,2021-03-27,18:00:00,No-Show,50,50,38,1.5
3131,130,2020-03-20,08:00:00,Completed,0,65,33,1.1
3132,131,2020-01-18,15:00:00,No-Show,350,57,6,2.2
3133,132,2021-05-11,13:00:00,Completed,500,176,36,1.6
3134,133,2021-06-03,12:00:00,Completed,0,78,16,1.5
3135,134,2019-06-06,09:00:00,Completed,350,170,22,1.6
3136,135,2022-03-12,18:00:00,Cancelled,200,152,44,2.0
3137,136,2022-03-29,18:00:00,No-Show,50,107,35,1.1
3138,137,2021-05-10,09:00:00,Completed,500,138,26,1.7
3139,138,2020-03-08,09:00:00,Cancelled,50,124,19,1.8
3140,139,2020-02-07,15:00:00,Completed,0,70,35,1.4
3141,140,2019-06-25,16:00:00,Completed,30,166,14,1.4
3142,141,2020-03-17,15:00:00,Completed,30,159,9,2.4
3143,142,2022-06-26,09:00:00,Cancelled,0,87,20,2.2
3144,143,2021-03-11,10:00:00,Completed,350,64,9,2.0
3145,144,2022-04-30,18:00:00,Cancelled,350,91,24,1.7
3146,145,2021-04-07,15:00:00,Cancelled,50,55,18,1.1
3147,146,2022-02-03,09:00:00,Cancelled,500,121,28,1.6
3148,147,2022-04-18,10:00:00,No-Show,30,160,20,1.9
3149,148,2019-05-27,12:00:00,Cancelled,0,39,22,2.0
3150,149,2020-03-30,18:00:00,No-Show,50,109,22,2.5
3151,150,2022-01-25,18:00:00,Completed,350,87,40,1.0
3152,151,2021-03-15,16:00:00,Completed,200,74,40,2.0
3153,152,2021-05-06,11:00:00,No-Show,200,83,23,2.4
3154,1,2021-03-30,13:00:00,No-Show,30,112,10,2.5
3155,2,2022-02-03,18:00:00,Cancelled,100,48,9,1.0
3156,3,2021-05-15,19:00:00,Completed,30,45,41,2.3
3157,4,2020-05-27,09:00:00,Cancelled,0,162,43,1.9
3158,5,2020-01-11,08:00:00,Completed,50,43,29,1.3
3159,6,2022-03-16,19:00:00,Cancelled,50,146,14,1.4
3160,7,2021-03-10,10:00:00,Completed,100,143,29,1.5
3161,8,2019-02-25,15:00:00,No-Show,0,41,39,1.6
3162,9,2020-03-18,19:00:00,Cancelled,350,163,39,2.2
3163,10,2019-04-06,10:00:00,Completed,200,63,40,1.1
3164,11,2021-04-17,14:00:00,Completed,200,168,20,2.2
3165,12,2019-04-28,19:00:00,Cancelled,100,83,40,1.9
3166,13,2019-02-25,18:00:00,Completed,500,117,9,1.6
3167,14,2021-01-17,19:00:00,Completed,350,168,24,1.2
3168,15,2020-04-16,10:00:00,Completed,350,67,37,1.5
3169,16,2021-02-13,10:00:00,Completed,50,163,25,2.4
3170,17,2020-05-25,11:00:00,Completed,350,135,28,2.4
3171,18,2022-06-29,11:00:00,Cancelled,200,43,35,2.1
3172,19,2020-02-23,15:00:00,Cancelled,500,63,16,2.1
3173,20,2021-02-27,08:00:00,Cancelled,0,175,19,1.9
3174,21,2020-03-15,15:00:00,Completed,350,159,39,1.2
3175,22,2021-02-26,11:00:00,Completed,30,50,42,1.3
3176,23,2021-06-02,15:00:00,Completed,30,111,40,1.3
3177,24,2020-05-22,14:00:00,No-Show,0,93,6,2.2
3178,25,2019-03-05,10:00:00,Cancelled,0,153,34,2.4
3179,26,2020-01-17,15:00:00,Completed,200,69,23,1.3
3180,27,2019-06-06,14:00:00,Completed,30,59,6,1.6
3181,28,2019-01-18,13:00:00,Completed,200,165,26,1.0
3182,29,2019-02-12,16:00:00,No-Show,100,98,23,1.7
3183,30,2021-06-22,15:00:00,No-Show,0,89,36,2.1
3184,31,2021-04-03,10:00:00,Completed,500,177,11,1.3
3185,32,2021-04-30,08:00:00,Completed,350,164,37,2.3
3186,33,2022-05-18,10:00:00,Completed,350,105,37,2.1
3187,34,2019-04-07,09:00:00,Completed,30,38,16,1.7
3188,35,2019-05-30,14:00:00,Completed,200,133,13,2.1
3189,36,2022-02-27,11:00:00,Completed,0,34,39,1.1
3190,37,2021-06-03,10:00:00,Completed,350,35,28,2.0
3191,38,2019-03-22,11:00:00,Completed,0,44,22,1.0
3192,39,2021-04-28,15:00:00,Cancelled,500,102,27,1.0
3193,40,2020-06-01,18:00:00,Completed,50,107,8,2.1
3194,41,2019-04-21,10:00:00,No-Show,350,177,29,1.7
3195,42,2022-02-13,09:00:00,Cancelled,350,156,40,2.4
3196,43,2019-02-03,19:00:00,Completed,350,112,36,2.2
3197,44,2022-04-30,17:00:00,No-Show,500,150,41,1.5
3198,45,2022-06-20,16:00:00,Completed,350,85,14,1.6
3199,46,2019-05-27,17:00:00,Cancelled,350,32,14,2.1
3200,47,2019-02-05,12:00:00,No-Show,350,43,22,2.3
3201,48,2021-04-24,15:00:00,Completed,100,62,26,2.2
3202,49,2022-05-24,15:00:00,Completed,0,34,29,2.2
3203,50,2022-02-16,11:00:00,No-Show,350,46,38,2.4
3204,51,2020-01-03,17:00:00,Completed,50,87,16,2.1
3205,52,2020-05-03,15:00:00,Completed,100,127,17,2.4
3206,53,2021-05-07,17:00:00,Completed,0,117,21,2.1
3207,54,2019-05-02,08:00:00,Completed,100,147,5,1.7
3208,55,2019-01-10,16:00:00,Completed,0,118,40,1.6
3209,56,2020-02-11,19:00:00,Completed,500,46,6,1.4
3210,57,2019-03-29,13:00:00,Completed,500,147,14,2.4
3211,58,2022-04-26,14:00:00,Completed,100,31,39,1.3
3212,59,2022-06-11,08:00:00,No-Show,500,141,15,2.4
3213,60,2022-03-30,11:00:00,Completed,350,81,29,1.1
3214,61,2020-03-14,14:00:00,Completed,30,169,38,2.3
3215,62,2020-01-21,18:00:00,Cancelled,50,91,21,1.7
3216,63,2020-04-22,11:00:00,Cancelled,30,100,35,2.3
3217,64,2021-03-10,08:00:00,No-Show,50,108,39,1.2
3218,65,2022-05-29,10:00:00,Completed,0,80,35,1.8
3219,66,2020-06-04,08:00:00,Completed,200,72,24,1.7
3220,67,2022-01-11,15:00:00,Completed,50,115,9,1.3
3221,68,2020-01-28,19:00:00,Completed,500,56,33,2.3
3222,69,2022-06-02,19:00:00,Completed,0,129,32,1.9
3223,70,2019-02-23,12:00:00,Completed,50,62,23,1.0
3224,71,2019-06-02,15:00:00,Cancelled,200,171,16,2.4
3225,72,2020-03-15,12:00:00,Completed,30,120,29,1.2
3226,73,2021-05-27,13:00:00,Completed,50,76,8,2.1
3227,74,2019-05-20,18:00:00,Completed,30,148,5,1.7
3228,75,2022-03-28,16:00:00,Completed,100,80,32,2.0
3229,76,2020-05-03,08:00:00,Cancelled,50,98,28,1.7
3230,77,2021-04-19,11:00:00,No-Show,100,169,18,2.3
3231,78,2019-05-02,12:00:00,No-Show,200,175,43,1.2
3232,79,2019-05-12,10:00:00,No-Show,30,152,26,1.5
3233,80,2019-06-13,08:00:00,Cancelled,100,96,20,2.4
3234,81,2020-03-26,08:00:00,No-Show,500,157,28,1.2
3235,82,2021-05-14,11:00:00,Completed,100,93,40,1.4
3236,83,2021-03-16,08:00:00,Completed,30,61,36,2.0
3237,84,2019-03-03,16:00:00,No-Show,30,140,12,1.9
3238,85,2022-01-01,11:00:00,No-Show,0,175,32,1.7
3239,86,2019-05-27,12:00:00,Completed,0,116,36,2.0
3240,87,2021-03-25,16:00:00,Completed,100,136,21,1.2
3241,88,2021-04-19,15:00:00,Completed,500,70,15,1.4
3242,89,2021-04-15,11:00:00,Completed,50,135,40,2.2
3243,90,2020-05-10,18:00:00,No-Show,30,103,7,1.4
3244,91,2021-05-06,09:00:00,Completed,500,167,24,1.9
3245,92,2019-02-13,09:00:00,Completed,50,107,37,1.6
3246,93,2021-01-22,09:00:00,Completed,350,39,10,2.1
3247,94,2021-04-23,10:00:00,No-Show,0,52,41,1.8
3248,95,2020-04-26,17:00:00,Cancelled,100,46,25,2.3
3249,96,2020-03-01,11:00:00,Completed,30,177,18,1.7
3250,97,2020-03-15,17:00:00,Completed,500,176,39,1.2
3251,98,2019-06-01,10:00:00,Completed,350,56,14,1.6
3252,99,2021-03-21,10:00:00,Completed,350,112,11,1.9
3253,100,2019-03-29,17:00:00,No-Show,50,177,13,1.2
3254,101,2020-04-13,12:00:00,Completed,30,127,19,2.3
3255,102,2021-05-06,11:00:00,No-Show,50,163,27,1.9
3256,103,2019-05-29,12:00:00,No-Show,200,176,22,1.7
3257,104,2019-05-30,13:00:00,No-Show,50,97,35,1.0
3258,105,2020-01-06,08:00:00,Completed,30,73,25,1.3
3259,106,2020-02-28,17:00:00,Completed,500,35,35,1.2
3260,107,2021-06-04,15:00:00,No-Show,30,178,28,1.8
3261,108,2019-03-15,10:00:00,No-Show,50,138,16,1.3
3262,109,2019-06-13,14:00:00,Completed,50,145,40,2.0
3263,110,2021-01-16,19:00:00,Completed,0,129,24,1.0
3264,111,2019-03-31,13:00:00,Completed,500,124,19,1.8
3265,112,2021-06-17,18:00:00,Completed,500,140,20,1.4
3266,113,2019-06-03,19:00:00,Completed,500,166,17,1.2
3267,114,2019-04-03,11:00:00,No-Show,200,160,40,2.3
3268,115,2022-05-04,13:00:00,Completed,100,39,34,1.4
3269,116,2019-03-26,19:00:00,Completed,500,128,19,1.8
3270,117,2022-04-03,13:00:00,Completed,350,53,18,1.3
3271,118,2022-05-30,15:00:00,Completed,50,127,11,1.6
3272,119,2020-04-11,09:00:00,Completed,350,169,39,1.2
3273,120,2021-05-24,13:00:00,No-Show,100,99,33,1.9
3274,121,2022-01-19,08:00:00,Cancelled,350,158,35,1.2
3275,122,2020-01-05,13:00:00,Completed,50,72,30,1.5
3276,123,2019-01-02,10:00:00,Completed,350,34,32,1.6
3277,124,2021-02-08,19:00:00,Cancelled,30,60,35,1.2
3278,125,2020-01-17,18:00:00,No-Show,350,139,33,2.2
3279,126,2021-01-21,08:00:00,Completed,350,84,32,2.0
3280,127,2022-02-20,11:00:00,Completed,500,152,15,2.0
3281,128,2022-06-12,11:00:00,Completed,30,75,23,1.9
3282,129,2020-03-19,10:00:00,Completed,350,50,22,2.2
3283,130,2022-03-13,11:00:00,Completed,200,128,26,1.9
3284,131,2019-03-25,11:00:00,Cancelled,200,174,25,1.8
3285,132,2019-04-05,11:00:00,No-Show,350,82,16,1.8
3286,133,2020-06-24,13:00:00,Completed,50,74,43,1.6
3287,134,2019-05-12,13:00:00,Completed,30,69,43,2.0
3288,135,2019-03-28,11:00:00,Completed,350,169,14,1.5
3289,136,2022-04-18,12:00:00,No-Show,200,87,40,2.3
3290,137,2021-02-07,16:00:00,No-Show,100,174,11,1.2
3291,138,2021-03-05,08:00:00,No-Show,50,56,20,2.0
3292,139,2020-03-12,13:00:00,Cancelled,500,39,26,1.3
3293,140,2019-03-15,14:00:00,Completed,30,151,10,1.4
3294,141,2022-06-25,14:00:00,Completed,350,41,44,1.7
3295,142,2020-02-25,10:00:00,Completed,30,165,37,1.0
3296,143,2020-02-18,11:00:00,Completed,200,60,43,2.4
3297,144,2020-02-28,18:00:00,Completed,50,100,30,1.1
3298,145,2022-06-22,11:00:00,Cancelled,30,132,37,1.5
3299,146,2021-01-03,17:00:00,Completed,30,86,24,2.1
3300,147,2021-04-16,19:00:00,Completed,30,178,42,2.1
3301,148,2021-02-21,12:00:00,No-Show,50,85,9,1.6
3302,149,2022-05-28,08:00:00,Cancelled,0,174,31,2.1
3303,150,2021-04-24,14:00:00,No-Show,350,39,20,2.4
3304,151,2021-02-28,18:00:00,Cancelled,30,135,17,1.9
3305,152,2021-05-23,10:00:00,Completed,100,156,35,1.1
3306,1,2020-06-16,14:00:00,Completed,200,120,19,2.4
3307,2,2020-05-21,16:00:00,Completed,100,41,43,1.6
3308,3,2021-04-12,13:00:00,No-Show,350,125,20,2.0
3309,4,2022-03-17,18:00:00,Completed,0,142,28,2.1
3310,5,2021-06-16,18:00:00,Cancelled,100,124,44,1.2
3311,6,2020-04-23,17:00:00,Completed,30,98,30,1.6
3312,7,2019-02-04,11:00:00,Cancelled,0,81,16,2.0
3313,8,2021-01-11,12:00:00,Completed,100,138,11,2.3
3314,9,2022-01-16,18:00:00,Completed,200,32,25,1.5
3315,10,2022-06-04,17:00:00,No-Show,200,39,32,1.4
3316,11,2020-01-09,13:00:00,Cancelled,200,64,39,1.1
3317,12,2020-06-20,11:00:00,No-Show,30,114,7,2.1
3318,13,2021-01-12,12:00:00,Completed,100,163,6,2.4
3319,14,2021-06-17,08:00:00,Completed,0,58,17,1.1
3320,15,2021-03-22,17:00:00,Completed,50,87,16,1.4
3321,16,2022-02-25,19:00:00,Completed,350,101,42,1.2
3322,17,2021-05-31,19:00:00,Completed,100,115,32,1.6
3323,18,2019-01-30,08:00:00,Cancelled,100,155,22,2.4
3324,19,2019-05-27,13:00:00,Completed,200,154,34,1.6
3325,20,2019-02-02,11:00:00,No-Show,0,128,24,1.9
3326,21,2022-02-24,17:00:00,Cancelled,50,104,7,2.1
3327,22,2022-02-12,19:00:00,Completed,30,77,41,2.1
3328,23,2020-05-09,09:00:00,Cancelled,350,69,8,1.9
3329,24,2021-03-23,16:00:00,Completed,350,117,17,1.3
3330,25,2021-06-18,15:00:00,Cancelled,0,47,22,2.1
3331,26,2021-01-17,14:00:00,Completed,30,68,33,1.5
3332,27,2021-03-06,09:00:00,Cancelled,0,31,28,2.2
3333,28,2019-06-25,09:00:00,Cancelled,30,165,14,2.0
3334,29,2020-03-02,17:00:00,No-Show,30,149,28,2.2
3335,30,2021-05-26,10:00:00,Completed,50,88,6,1.8
3336,31,2021-04-30,18:00:00,Completed,100,171,28,2.0
3337,32,2021-03-02,16:00:00,No-Show,500,125,23,2.3
3338,33,2020-06-02,14:00:00,Cancelled,30,120,37,1.4
3339,34,2019-05-26,14:00:00,No-Show,500,115,37,1.3
3340,35,2020-05-14,19:00:00,Completed,200,110,15,2.1
3341,36,2022-03-14,19:00:00,Cancelled,0,85,27,1.9
3342,37,2019-01-26,18:00:00,No-Show,50,69,21,1.6
3343,38,2020-03-01,09:00:00,Completed,30,86,23,1.1
3344,39,2020-05-29,09:00:00,Cancelled,50,110,31,2.2
3345,40,2022-05-23,10:00:00,No-Show,50,75,8,1.4
3346,41,2020-03-09,17:00:00,Completed,200,94,34,2.0
3347,42,2020-02-04,16:00:00,No-Show,200,125,28,2.5
3348,43,2022-01-08,08:00:00,Completed,500,170,23,2.3
3349,44,2022-04-10,18:00:00,Cancelled,200,103,8,2.4
3350,45,2021-05-13,19:00:00,No-Show,350,161,19,1.1
3351,46,2021-02-20,11:00:00,Completed,500,52,6,1.7
3352,47,2021-04-06,13:00:00,Completed,500,133,43,1.9
3353,48,2021-05-22,12:00:00,Cancelled,50,73,8,1.4
3354,49,2022-05-23,18:00:00,Cancelled,200,156,5,1.2
3355,50,2021-03-26,17:00:00,Completed,500,102,21,1.2
3356,51,2019-03-05,08:00:00,No-Show,350,93,36,2.3
3357,52,2021-04-01,11:00:00,Completed,500,68,6,2.5
3358,53,2020-02-04,16:00:00,No-Show,0,98,38,1.7
3359,54,2019-06-15,08:00:00,Cancelled,100,139,9,1.5
3360,55,2022-01-20,13:00:00,Cancelled,350,136,7,1.7
3361,56,2019-01-04,11:00:00,Completed,100,174,44,2.2
3362,57,2019-02-20,13:00:00,Completed,50,58,33,1.5
3363,58,2020-06-01,19:00:00,Cancelled,100,171,31,2.4
3364,59,2020-01-30,11:00:00,No-Show,30,165,27,1.0
3365,60,2020-04-05,18:00:00,Completed,500,140,43,2.3
3366,61,2021-05-14,13:00:00,Completed,200,107,44,2.1
3367,62,2021-04-19,09:00:00,Cancelled,500,43,13,1.9
3368,63,2022-05-22,19:00:00,No-Show,50,98,44,1.2
3369,64,2021-01-26,08:00:00,Completed,350,55,5,1.3
3370,65,2020-04-25,12:00:00,Cancelled,500,150,11,1.4
3371,66,2022-05-28,19:00:00,Completed,500,114,13,1.7
3372,67,2021-05-07,14:00:00,Completed,500,176,28,1.5
3373,68,2020-01-07,18:00:00,Completed,100,120,20,1.8
3374,69,2021-04-02,17:00:00,Completed,0,169,43,2.5
3375,70,2019-02-28,16:00:00,No-Show,350,159,36,2.2
3376,71,2020-04-27,09:00:00,Completed,500,88,30,2.3
3377,72,2019-06-18,15:00:00,Cancelled,50,158,6,2.2
3378,73,2019-01-03,10:00:00,No-Show,200,45,19,1.3
3379,74,2020-02-16,12:00:00,Completed,100,78,42,1.4
3380,75,2019-04-10,13:00:00,Completed,0,131,13,2.4
3381,76,2019-02-01,17:00:00,Completed,30,67,41,2.0
3382,77,2020-03-29,18:00:00,Completed,500,152,7,1.3
3383,78,2021-01-19,09:00:00,Completed,200,46,8,1.9
3384,79,2019-04-25,15:00:00,Completed,0,43,43,2.0
3385,80,2020-06-29,19:00:00,Completed,500,141,44,2.3
3386,81,2022-06-04,17:00:00,Completed,200,116,17,2.0
3387,82,2022-03-05,11:00:00,Cancelled,50,159,20,1.5
3388,83,2020-06-14,10:00:00,Completed,30,77,39,2.4
3389,84,2021-01-10,09:00:00,No-Show,50,90,10,2.4
3390,85,2022-01-12,14:00:00,Completed,0,78,28,1.7
3391,86,2020-05-10,11:00:00,Completed,100,48,43,1.3
3392,87,2020-04-15,09:00:00,Cancelled,0,162,39,1.9
3393,88,2022-02-18,15:00:00,Completed,500,81,14,2.3
3394,89,2021-03-06,08:00:00,No-Show,100,37,32,1.1
3395,90,2020-06-01,11:00:00,Completed,50,55,33,1.4
3396,91,2022-05-21,14:00:00,Completed,50,149,43,2.4
3397,92,2020-05-12,18:00:00,Completed,50,119,32,2.0
3398,93,2021-01-27,09:00:00,Completed,50,91,33,1.6
3399,94,2021-03-12,16:00:00,Cancelled,500,85,34,1.6
3400,95,2020-03-11,14:00:00,Completed,50,118,26,2.5
3401,96,2020-05-19,19:00:00,No-Show,0,93,36,1.7
3402,97,2019-02-21,17:00:00,Completed,50,51,36,1.4
3403,98,2020-05-01,17:00:00,Completed,200,164,32,1.6
3404,99,2019-05-25,18:00:00,Completed,500,128,19,2.4
3405,100,2020-01-22,15:00:00,Completed,100,124,9,2.3
3406,101,2021-03-04,15:00:00,Completed,50,120,10,1.3
3407,102,2020-04-29,11:00:00,Completed,100,58,38,1.4
3408,103,2019-01-20,09:00:00,Completed,500,158,22,1.3
3409,104,2022-04-08,12:00:00,Completed,200,68,41,2.1
3410,105,2022-02-14,12:00:00,Completed,350,64,44,2.1
3411,106,2020-01-26,10:00:00,Completed,200,141,25,1.1
3412,107,2021-01-04,16:00:00,Completed,30,94,35,1.9
3413,108,2020-06-18,13:00:00,Cancelled,350,106,44,1.1
3414,109,2022-03-03,18:00:00,Completed,500,171,8,1.9
